,id,name,address,symbol,chain,logo,audits,gecko_id,category,chains,module,twitter,forkedFrom,oracles,slug,tvl,chainTvls,change_1h,change_1d,change_7d
0,2269,Binance CEX,,-,Multi-Chain,https://icons.llama.fi/binance-cex.jpg,0,,CEX,"['Bitcoin', 'Ethereum', 'Tron', 'Binance', 'Ripple', 'Solana', 'Arbitrum', 'Avalanche', 'Litecoin', 'Polkadot', 'Polygon', 'Optimism']",binance/index.js,binance,[],[],binance-cex,63883.06,"{'Optimism': 252.48, 'Litecoin': 534.06, 'Binance': 9826.23, 'Ethereum': 16086.74, 'Avalanche': 678.08, 'Polygon': 329.2, 'Solana': 1227.23, 'Tron': 16056.9, 'Arbitrum': 716.38, 'Ripple': 1336.81, 'Polkadot': 453.99, 'Bitcoin': 16384.97}",-0.02168695502035689,-1.9851454047007024,0.35642772106530174
1,182,Lido,0x5a98fcbea516cf06857215779fd812ca3bef1b32,LDO,Multi-Chain,https://icons.llama.fi/lido.png,2,lido-dao,Liquid Staking,"['Ethereum', 'Solana', 'Moonbeam', 'Moonriver', 'Terra']",lido/index.js,LidoFinance,,,lido,13100.48,"{'Ethereum': 13036.62, 'Moonriver': 0.99, 'Solana': 57.07, 'Terra': 0.07, 'Moonbeam': 5.73}",-0.08484029189096987,-1.7360223595637763,6.757628591136381
2,2272,OKX,,-,Multi-Chain,https://icons.llama.fi/okx.jpg,0,,CEX,"['Ethereum', 'Bitcoin', 'Tron', 'Optimism', 'Arbitrum', 'Polygon', 'Avalanche']",okex/index.js,okx,[],[],okx,9891.52,"{'Optimism': 87.05, 'Ethereum': 6122.43, 'Avalanche': 32.47, 'Polygon': 56.51, 'Tron': 299.28, 'Arbitrum': 75.62, 'Bitcoin': 3218.16}",-0.03783741412733832,0.3351542472123299,2.2145867238043735
3,2275,Bitfinex,,-,Multi-Chain,https://icons.llama.fi/bitfinex.png,0,,CEX,"['Bitcoin', 'Ethereum', 'Tron', 'Avalanche', 'Polygon', 'Solana', 'Polkadot', 'Litecoin', 'EOS', 'Algorand', 'Zilliqa', 'Fantom', 'Cosmos', 'Cardano', 'Tezos', 'Near', 'Aptos', 'Elrond', 'EthereumClassic']",bitfinex/index.js,bitfinex,[],[],bitfinex,9010.67,"{'Cosmos': 3.5, 'Ethereum': 3451.02, 'Cardano': 2.34, 'Avalanche': 36.91, 'EthereumClassic': 0.0, 'Tron': 173.53, 'Fantom': 4.46, 'Litecoin': 8.45, 'Zilliqa': 5.53, 'Aptos': 1.67, 'Near': 1.75, 'EOS': 6.72, 'Tezos': 2.18, 'Algorand': 5.57, 'Polygon': 15.48, 'Solana': 15.36, 'Elrond': 0.54, 'Polkadot': 10.59, 'Bitcoin': 5265.07}",-0.08370929192827248,-2.3176639962162398,0.6942775251263811
4,118,MakerDAO,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,MKR,Ethereum,https://icons.llama.fi/makerdao.jpg,2,maker,CDP,['Ethereum'],maker/index.js,MakerDAO,,['Chronicle'],makerdao,6807.54,{'Ethereum': 6807.54},-0.10070799547212061,-2.3593855306515934,0.7765659313281077
5,240,Polygon Bridge & Staking,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,MATIC,Polygon,https://icons.llama.fi/polygon.jpg,0,matic-network,Chain,['Polygon'],polygon/index.js,0xPolygon,,,polygon-bridge-&-staking,6711.58,{'Polygon': 6711.58},-0.24181797133363148,-2.713694335293795,0.3986846162791693
6,2,WBTC,,-,Ethereum,https://icons.llama.fi/wbtc.png,2,,Bridge,['Ethereum'],wbtc.js,WrappedBTC,,[],wbtc,4241.43,{'Ethereum': 4241.43},-0.06998931741998149,-3.117745794793052,1.5394103916384125
7,3,Curve DEX,0xD533a949740bb3306d119CC777fa900bA034cd52,CRV,Multi-Chain,https://icons.llama.fi/curve.png,2,,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Fantom', 'Celo', 'xDai', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",curve/index.js,CurveFinance,,[],curve-dex,4202.1,"{'Optimism': 43.82, 'Kava': 12.98, 'Harmony': 0.0, 'Moonbeam': 0.56, 'Ethereum': 3887.48, 'Aurora': 0.02, 'xDai': 16.69, 'Avalanche': 16.55, 'Ethereum-staking': 541.17, 'Polygon': 83.31, 'Celo': 22.8, 'Arbitrum': 94.42, 'Fantom': 23.45, 'staking': 541.17}",-0.03840126835014246,-1.2530389153385215,0.03848395643237268
8,111,AAVE V2,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,Multi-Chain,https://icons.llama.fi/aave-v2.png,2,aave,Lending,"['Ethereum', 'Polygon', 'Avalanche']",aave/index.js,AaveAave,,['Chainlink'],aave-v2,3824.32,"{'pool2': 106.66, 'Polygon-borrowed': 56.95, 'Ethereum-pool2': 106.66, 'Ethereum': 3612.43, 'Avalanche': 41.48, 'Ethereum-staking': 211.22, 'Polygon': 170.41, 'Ethereum-borrowed': 1728.22, 'borrowed': 1801.43, 'staking': 211.22, 'Avalanche-borrowed': 16.26}",-0.1223722148115911,-1.1900679137848158,1.448216706706205
9,494,JustLend,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,Tron,https://icons.llama.fi/justlend.png,2,just,Lending,['Tron'],justlend.js,DeFi_JUST,,['WINkLink'],justlend,3676.95,"{'Tron-borrowed': 87.12, 'Tron': 3676.95, 'borrowed': 87.12}",-0.09042728417139756,-2.744371230271213,-0.7313307137272034
10,2270,Crypto-com,,-,Multi-Chain,https://icons.llama.fi/crypto-com.jpg,0,,CEX,"['Ethereum', 'Bitcoin', 'Polygon', 'Fantom', 'Binance', 'Optimism', 'Avalanche', 'Arbitrum']",crypto-com/index.js,cryptocom,[],[],crypto-com,3417.46,"{'Optimism': 0.7, 'Binance': 1.66, 'Ethereum': 2215.56, 'Avalanche': 0.0, 'Polygon': 34.23, 'Arbitrum': 0.0, 'Fantom': 10.66, 'Bitcoin': 1154.65}",-0.1677592343890808,-3.282826524474544,3.2244700384923135
11,319,Convex Finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,CVX,Multi-Chain,https://icons.llama.fi/convex-finance.jpg,2,convex-finance,Yield,"['Ethereum', 'Arbitrum', 'Polygon']",convex/index.js,ConvexFinance,,,convex-finance,3272.94,"{'Ethereum': 3161.83, 'Polygon': 54.41, 'Ethereum-staking': 244.46, 'Arbitrum': 56.7, 'staking': 244.46}",0.005832156864556737,-1.9972480277810831,0.06733091731949514
12,694,JustCryptos,tron:TCFLL5dx5ZJdKnWuesXxi1VPwjLVmWZZy9,JST,Tron,https://icons.llama.fi/justcryptos.png,0,,Bridge,['Tron'],justCryptos/index.js,DeFi_JUST,,,justcryptos,3217.32,{'Tron': 3217.32},-0.07677609405651253,-3.167543986890678,1.4455829481091484
13,2276,Huobi,,-,Multi-Chain,https://icons.llama.fi/huobi.jpg,0,,CEX,"['Tron', 'Ethereum', 'Bitcoin', 'Polygon', 'Avalanche', 'Solana', 'EOS', 'Algorand', 'Litecoin']",huobi/index.js,HuobiGlobal,[],[],huobi,2995.9,"{'Litecoin': 0.0, 'EOS': 7.25, 'Ethereum': 997.04, 'Algorand': 1.87, 'Avalanche': 13.14, 'Polygon': 20.05, 'Solana': 10.15, 'Tron': 1102.33, 'Bitcoin': 844.07}",-0.15732412282658004,-2.806137317368865,1.7093046375988195
14,2198,Uniswap V3,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Multi-Chain,https://icons.llama.fi/uniswap-v3.png,2,,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Binance', 'Celo']",uniswap/index.js,Uniswap,,[],uniswap-v3,2936.8,"{'Optimism': 79.79, 'Binance': 16.75, 'Ethereum': 2426.95, 'Polygon': 94.78, 'Celo': 9.08, 'Arbitrum': 309.45}",-0.1921067273198389,-2.339205060597891,-0.5805176665142255
15,2286,Bybit,,-,Multi-Chain,https://icons.llama.fi/bybit.png,0,,CEX,"['Ethereum', 'Bitcoin', 'Tron', 'Arbitrum', 'Binance', 'Ripple', 'Optimism', 'Polygon', 'Avalanche']",bybit/index.js,Bybit_Official,[],[],bybit,2894.18,"{'Optimism': 27.56, 'Binance': 60.9, 'Ethereum': 1590.25, 'Avalanche': 14.6, 'Polygon': 17.9, 'Tron': 276.1, 'Arbitrum': 61.34, 'Ripple': 42.63, 'Bitcoin': 802.9}",-0.22828017751305651,-2.3782379728790346,0.05136476874652374
16,2274,Kucoin,,-,Multi-Chain,https://icons.llama.fi/kucoin.jpg,0,,CEX,"['Ethereum', 'Bitcoin', 'Tron', 'Algorand', 'EOS', 'Optimism', 'Kucoin', 'Arbitrum']",kucoin/index.js,kucoincom,[],[],kucoin,2629.07,"{'Optimism': 3.85, 'Kucoin': 2.15, 'EOS': 26.32, 'Ethereum': 1710.32, 'Algorand': 109.77, 'Tron': 350.74, 'Arbitrum': 1.79, 'Bitcoin': 424.13}",-0.049680201879908736,-1.7244161288103754,-0.11456932084587379
17,2222,Coinbase Wrapped Staked ETH,,-,Ethereum,https://icons.llama.fi/coinbase-wrapped-staked-eth.png,0,,Liquid Staking,['Ethereum'],cbETH/index.js,coinbase,[],[],coinbase-wrapped-staked-eth,2194.91,{'Ethereum': 2194.91},0.14598615719911834,-2.7492806544717894,3.852521791721955
18,120,Instadapp,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,INST,Ethereum,https://icons.llama.fi/instadapp.jpg,,instadapp,Services,['Ethereum'],instadapp.js,Instadapp,,,instadapp,2165.54,{'Ethereum': 2165.54},0.013471413035915702,-2.2427817761254403,2.8044947969430467
19,2314,Gate-io,,-,Multi-Chain,https://icons.llama.fi/gate-io.jpg,0,,CEX,"['Ethereum', 'Bitcoin', 'Binance', 'Tron', 'Arbitrum', 'Ripple', 'Optimism', 'Polygon', 'Cardano', 'Solana', 'Avalanche', 'Fantom']",gate-io/index.js,gate_io,[],[],gate-io,1844.91,"{'Optimism': 17.21, 'Binance': 145.53, 'Ethereum': 1122.29, 'Cardano': 16.35, 'Avalanche': 4.04, 'Polygon': 16.85, 'Solana': 6.12, 'Tron': 63.11, 'Arbitrum': 48.68, 'Ripple': 39.15, 'Fantom': 0.23, 'Bitcoin': 365.35}",0.38246393757791,-2.0266360121285487,-0.48324842499806664
20,2273,Deribit,,-,Multi-Chain,https://icons.llama.fi/deribit.png,0,,CEX,"['Bitcoin', 'Ethereum', 'Solana', 'EthereumPoW']",deribit/index.js,DeribitExchange,[],[],deribit,1807.62,"{'Ethereum': 745.94, 'EthereumPoW': 0.01, 'Solana': 1.17, 'Bitcoin': 1060.5}",-0.16297237204275916,-2.8861416593232576,2.1711055468432505
21,900,Rocket Pool,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,RPL,Ethereum,https://icons.llama.fi/rocket-pool.jpg,2,rocket-pool,Liquid Staking,['Ethereum'],rocketpool/index.js,Rocket_Pool,,,rocket-pool,1766.86,{'Ethereum': 1766.86},-0.09346765768444243,-1.7891990728256388,6.186210307863391
22,194,PancakeSwap AMM,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,Multi-Chain,https://icons.llama.fi/pancakeswap-amm.jpg,2,,Dexes,"['Binance', 'Aptos', 'Ethereum']",pancake-swap/index.js,PancakeSwap,['Uniswap V2'],[],pancakeswap-amm,1576.73,"{'Aptos': 17.62, 'Binance': 1555.17, 'Ethereum': 3.94, 'Binance-staking': 393.76, 'Ethereum-staking': 0.21, 'staking': 393.97}",-0.09028301630904423,-2.990415412577761,-7.529306304463546
23,2352,Bitget,,-,Multi-Chain,https://icons.llama.fi/bitget.jpg,0,,CEX,"['Ethereum', 'Bitcoin', 'Tron', 'Binance', 'Ripple', 'Polygon', 'Avalanche', 'Optimism', 'Solana', 'Fantom', 'Cronos', 'Arbitrum']",bitget/index.js,bitgetglobal,[],[],bitget,1557.22,"{'Optimism': 6.6, 'Cronos': 0.22, 'Binance': 57.92, 'Ethereum': 978.27, 'Avalanche': 8.13, 'Polygon': 30.98, 'Solana': 6.39, 'Tron': 211.88, 'Arbitrum': 0.0, 'Ripple': 32.07, 'Fantom': 0.42, 'Bitcoin': 224.33}",0.04256295527791565,-0.8711644715903333,-0.5872328193051715
24,591,Multichain,0x9Fb9a33956351cf4fa040f65A13b835A3C8764E3,MULTI,Multi-Chain,https://icons.llama.fi/multichain.jpg,2,multichain,Bridge,"['Ethereum', 'Binance', 'Fantom', 'Fusion', 'Arbitrum', 'Optimism', 'Avalanche', 'Polygon', 'Kava', 'Moonriver', 'Cronos', 'Kucoin', 'Moonbeam', 'Metis', 'xDai', 'Harmony', 'Heco', 'Dogechain', 'Celo', 'Telos', 'Velas', 'Aurora', 'Milkomeda', 'Kardia', 'DFK', 'Bitgert', 'Syscoin', 'IoTeX', 'Oasis', 'ThunderCore', 'OKExChain', 'Shiden', 'Fuse', 'CLV', 'Evmos', 'EthereumPoW', 'Bittorrent', 'EthereumClassic', 'Polygon zkEVM', 'Klaytn', 'Cube', 'Astar', 'Milkomeda A1', 'TomoChain', 'Hoo', 'Arbitrum Nova', 'smartBCH', 'RSK', 'OntologyEVM', 'Conflux', 'GodwokenV1', 'Boba', 'REI', 'Ronin']",anyswap/index.js,MultichainOrg,,,multichain,1532.51,"{'Optimism': 44.85, 'DFK': 0.05, 'Cube': 0.0, 'Harmony': 0.37, 'ThunderCore': 0.01, 'CLV': 0.0, 'Binance': 404.37, 'Dogechain': 0.24, 'Astar': 0.0, 'Oasis': 0.01, 'Heco': 0.25, 'Shiden': 0.01, 'Avalanche': 20.18, 'Telos': 0.17, 'Arbitrum': 56.51, 'Milkomeda A1': 0.0, 'TomoChain': 0.0, 'Evmos': 0.0, 'Hoo': 0.0, 'Arbitrum Nova': 0.0, 'Milkomeda': 0.08, 'smartBCH': 0.0, 'RSK': 0.0, 'Moonbeam': 0.93, 'Aurora': 0.12, 'EthereumPoW': 0.0, 'Polygon': 12.32, 'OntologyEVM': 0.0, 'Metis': 0.65, 'Kava': 3.33, 'Moonriver': 1.98, 'Klaytn': 0.0, 'Velas': 0.17, 'Bitgert': 0.02, 'IoTeX': 0.02, 'Ethereum': 774.86, 'xDai': 0.44, 'EthereumClassic': 0.0, 'Conflux': 0.0, 'GodwokenV1': 0.0, 'Celo': 0.19, 'Fuse': 0.01, 'Fusion': 67.18, 'Fantom': 98.34, 'Polygon zkEVM': 0.0, 'Cronos': 1.54, 'OKExChain': 0.01, 'Kardia': 0.05, 'Kucoin': 1.19, 'Bittorrent': 0.0, 'Boba': 0.0, 'Syscoin': 0.02, 'REI': 0.0, 'Ronin': 0.0}",-0.03698154124647601,-1.09850324915719,-4.902985397681334
25,1599,AAVE V3,0x7fc66500c84a76ad7e9c93437bfc5ac33e2ddae9,AAVE,Multi-Chain,https://icons.llama.fi/aave-v3.png,2,,Lending,"['Ethereum', 'Avalanche', 'Polygon', 'Arbitrum', 'Optimism', 'Fantom', 'Metis', 'Harmony']",aave/v3.js,AaveAave,[],['Chainlink'],aave-v3,1511.29,"{'Optimism': 74.75, 'Metis': 0.37, 'Arbitrum-borrowed': 94.31, 'Polygon-borrowed': 96.98, 'Metis-borrowed': 0.11, 'Harmony': 0.0, 'Harmony-borrowed': 0.92, 'Fantom-borrowed': 0.12, 'Ethereum': 906.39, 'Optimism-borrowed': 39.92, 'Avalanche': 200.14, 'Polygon': 191.02, 'Ethereum-borrowed': 559.46, 'Arbitrum': 138.22, 'borrowed': 878.98, 'Fantom': 0.39, 'Avalanche-borrowed': 87.15}",-0.12555063787391418,-4.077038480485285,2.509518478877638
26,691,JustStables,tron:TMwFHYXLJaRUPeW6421aqXL4ZEzPRFGkGT,USDJ,Tron,https://icons.llama.fi/juststables.png,2,just-stablecoin,CDP,['Tron'],juststable/index.js,DeFi_JUST,,['WINkLink'],juststables,1310.82,{'Tron': 1310.82},-0.21284190209274811,-1.8375707133103703,-2.0909817631088146
27,114,Compound,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,Ethereum,https://icons.llama.fi/compound.png,2,,Lending,['Ethereum'],compound-onchain/index.js,compoundfinance,,['Chainlink'],compound,1297.28,"{'Ethereum': 1297.28, 'Ethereum-borrowed': 526.14, 'borrowed': 526.14}",-0.06262798964171168,-2.0535858244766843,1.188090464838453
28,2197,Uniswap V2,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,UNI,Ethereum,https://icons.llama.fi/uniswap-v2.png,2,,Dexes,['Ethereum'],uniswap-v2/index.js,Uniswap,,[],uniswap-v2,1170.11,{'Ethereum': 1170.11},-0.09899042257603696,-0.14825772845060214,
29,2611,Balancer V2,0xba100000625a3754423978a60c9317c58a424e3d,BAL,Multi-Chain,https://icons.llama.fi/balancer-v2.png,2,,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'xDai']",balancer/index.js,BalancerLabs,,,balancer-v2,925.05,"{'Ethereum': 779.11, 'xDai': 6.15, 'Polygon': 61.56, 'Arbitrum': 78.23}",-0.12668577880829446,-2.791297462728778,-0.722792458466742
30,2293,Bitmex,,-,Multi-Chain,https://icons.llama.fi/bitmex.jpg,0,,CEX,"['Bitcoin', 'Ethereum']",bitmex/index.js,BitMEX,[],,bitmex,808.47,"{'Ethereum': 174.62, 'Bitcoin': 633.85}",-0.0859155852041198,-2.7277239080588487,1.081205583289389
31,212,Venus,bsc:0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63,XVS,Binance,https://icons.llama.fi/venus.jpg,2,venus,Lending,['Binance'],venus.js,VenusProtocol,['Compound'],['Chainlink'],venus,787.8,"{'Binance': 787.8, 'Binance-borrowed': 439.54, 'borrowed': 439.54}",0.15628188253612052,-2.037636990344069,0.5758943172593689
32,270,Liquity,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,LQTY,Ethereum,https://icons.llama.fi/liquity.jpg,2,liquity,CDP,['Ethereum'],liquity/index.js,LiquityProtocol,,['Chainlink'],liquity,736.29,{'Ethereum': 736.29},-0.10165211436397215,-2.4864886573435285,2.3586849248550266
33,337,GMX,arbitrum:0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a,GMX,Multi-Chain,https://icons.llama.fi/gmx.png,2,gmx,Derivatives,"['Arbitrum', 'Avalanche']",gmx/index.js,GMX_IO,,['Chainlink'],gmx,615.48,"{'Avalanche': 81.26, 'Avalanche-staking': 16.7, 'Arbitrum-staking': 348.78, 'Arbitrum': 534.22, 'staking': 365.47}",-0.7276390426380601,-2.381898401193965,-6.2827198876045
34,2088,Compound V3,0xc00e94cb662c3520282e6f5717214004a7f26888,COMP,Multi-Chain,https://icons.llama.fi/compound-v3.png,2,,Lending,"['Ethereum', 'Polygon', 'Arbitrum']",compound-v3/index.js,compoundfinance,[],['Chainlink'],compound-v3,577.49,"{'Arbitrum-borrowed': 0.68, 'Polygon-borrowed': 6.15, 'Ethereum': 547.76, 'Polygon': 19.33, 'Ethereum-borrowed': 232.77, 'Arbitrum': 10.4, 'borrowed': 239.6}",-0.2181797251751334,-2.840157220303581,-0.061031430002486786
35,2295,SwissBorg,,-,Multi-Chain,https://icons.llama.fi/swissborg.png,0,,CEX,"['Ethereum', 'Bitcoin', 'Ripple', 'Binance', 'Polkadot', 'Solana', 'Cardano', 'Hedera', 'Near']",swissborg/index.js,swissborg,[],,swissborg,556.02,"{'Near': 1.18, 'Binance': 5.29, 'Ethereum': 374.0, 'Hedera': 1.4, 'Cardano': 1.77, 'Solana': 2.51, 'Ripple': 23.04, 'Polkadot': 2.89, 'Bitcoin': 143.93}",-0.1153831970196677,-1.8366172197914779,0.34837500461075877
36,1918,Aura,0xc0c293ce456ff0ed870add98a0828dd4d2903dbf,AURA,Ethereum,https://icons.llama.fi/aura.png,2,aura-finance,Yield,['Ethereum'],aura-finance/index.js,aurafinance,[],[],aura,531.8,"{'Ethereum': 531.8, 'Ethereum-staking': 33.3, 'staking': 33.3}",-0.05459175573315633,-2.50543599465918,0.5744924915020562
37,113,Yearn Finance,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,YFI,Multi-Chain,https://icons.llama.fi/yearn-finance.jpg,1,yearn-finance,Yield Aggregator,"['Ethereum', 'Fantom', 'Optimism', 'Arbitrum']",yearn/index.js,iearnfinance,,,yearn-finance,449.92,"{'Optimism': 9.47, 'Ethereum': 428.08, 'Arbitrum': 0.12, 'Fantom': 12.25}",0.15009050724223982,-1.614364022375014,1.776642435288096
38,2221,Frax Ether,,-,Ethereum,https://icons.llama.fi/frax-ether.jpg,0,,Liquid Staking,['Ethereum'],frax-ETH/index.js,fraxfinance,[],[],frax-ether,432.17,{'Ethereum': 432.17},-0.11452301698578538,-2.0940086364143298,8.412075525120358
39,1571,Stargate,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,STG,Multi-Chain,https://icons.llama.fi/stargate.png,2,stargate-finance,Cross Chain,"['Arbitrum', 'Ethereum', 'Binance', 'Avalanche', 'Polygon', 'Optimism', 'Metis', 'Fantom', 'Goerli']",stargatefinance/index.js,StargateFinance,[],[],stargate,421.92,"{'Optimism': 34.84, 'Metis': 8.49, 'Goerli': 0.05, 'Binance': 63.27, 'Ethereum': 102.62, 'Avalanche': 41.89, 'Polygon': 40.18, 'Arbitrum': 127.68, 'Fantom': 2.91}",-0.030601703622551213,-0.3386653121715426,-2.3937231366640788
40,115,Synthetix,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,SNX,Multi-Chain,https://icons.llama.fi/synthetix.png,2,havven,Synthetics,"['Ethereum', 'Optimism']",synthetix/index.js,synthetix_io,,,synthetix,411.69,"{'Optimism': 145.46, 'Ethereum': 266.23}",-0.8510633624165109,-4.4795553160211625,
41,119,SushiSwap,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,SUSHI,Multi-Chain,https://icons.llama.fi/sushiswap.png,3,sushi,Dexes,"['Ethereum', 'Arbitrum', 'Polygon', 'xDai', 'Arbitrum Nova', 'Fantom', 'Boba', 'Binance', 'Celo', 'Avalanche', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Telos', 'Palm']",sushiswap/index.js,SushiSwap,['Uniswap V2'],[],sushiswap,389.39,"{'Moonriver': 0.49, 'Harmony': 0.55, 'Binance': 1.02, 'Ethereum': 284.19, 'xDai': 3.45, 'Heco': 0.0, 'Avalanche': 0.81, 'Ethereum-staking': 25.2, 'Telos': 0.0, 'Celo': 0.96, 'Arbitrum': 68.28, 'Fuse': 0.04, 'Fantom': 2.0, 'staking': 25.2, 'OKExChain': 0.02, 'Arbitrum Nova': 3.1, 'Boba_Bnb': 0.13, 'Palm': 0.0, 'Boba_Avax': 0.03, 'Boba': 1.48, 'Polygon': 22.84}",-0.16490414367336825,,-0.25372310355271566
42,690,SUNSwap V1,tron:TSSMHYeV2uE9qYH95DqyoCuNCzEL1NvU3S,SUN,Tron,https://icons.llama.fi/sunswap-v1.jpg,2,,Dexes,['Tron'],justSwap/index.js,DeFi_JUST,,,sunswap-v1,387.36,{'Tron': 387.36},-0.1272669555843322,-1.4280150056021483,-6.863320485350982
43,2301,Korbit,,-,Multi-Chain,https://icons.llama.fi/korbit.jpg,0,,CEX,"['Bitcoin', 'Ethereum', 'Ripple']",korbit/index.js,Korbit_exchange,[],[],korbit,382.97,"{'Ethereum': 146.23, 'Ripple': 71.33, 'Bitcoin': 165.41}",-0.05324175949533583,-1.8651227868346894,2.85697962325348
44,1541,Portal,,-,Multi-Chain,https://icons.llama.fi/portal.png,2,,Bridge,"['Ethereum', 'Solana', 'Binance', 'Terra', 'Near', 'Polygon', 'Avalanche', 'Fantom', 'Acala', 'Celo', 'Oasis', 'Aptos', 'Klaytn', 'Aurora', 'Moonbeam', 'Terra2', 'Karura', 'Algorand']",wormhole.js,portalbridge_,[],[],portal,368.28,"{'Karura': 0.0, 'Klaytn': 0.05, 'Binance': 14.37, 'Ethereum': 308.25, 'Oasis': 0.16, 'Avalanche': 2.61, 'Celo': 0.17, 'Fantom': 1.65, 'Aptos': 0.07, 'Terra': 10.93, 'Near': 6.88, 'Acala': 0.63, 'Moonbeam': 0.0, 'Aurora': 0.01, 'Algorand': 0.0, 'Polygon': 6.86, 'Solana': 15.65, 'Terra2': 0.0}",0.2711693861358526,-0.48400852074883005,0.45602949657843794
45,144,dYdX,0x92d6c1e31e14520e676a687f0a93788b716beff5,DYDX,Ethereum,https://icons.llama.fi/dydx.jpg,,dydx,Derivatives,['Ethereum'],dydx/index.js,dYdX,,['Chainlink'],dydx,355.75,{'Ethereum': 355.75},0.048844780768789064,-0.036577696778167024,3.669404337439204
46,2373,Binance US,,-,Ethereum,https://icons.llama.fi/binance-us.jpg,0,,CEX,['Ethereum'],binance-us/index.js,BinanceUS,[],[],binance-us,348.14,{'Ethereum': 348.14},-0.2235881936683768,-3.9527084114230746,-1.9674039242420918
47,2769,PancakeSwap AMM V3,bsc:0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,CAKE,Multi-Chain,https://icons.llama.fi/pancakeswap-amm-v3.jpg,0,,Dexes,"['Binance', 'Ethereum']",pancakeswap-v3/index.js,PancakeSwap,['Uniswap V3'],[],pancakeswap-amm-v3,335.42,"{'Binance': 290.08, 'Ethereum': 45.34}",-0.0263668678874609,-0.2820649218564597,
48,2168,Morpho Aave,0x9994e35db50125e0df82e4c2dde62496ce330999,MORPHO,Ethereum,https://icons.llama.fi/morpho.png,2,,Lending,['Ethereum'],morpho-aave/index.js,MorphoLabs,,['Chainlink'],morpho-aave,320.8,"{'Ethereum': 320.8, 'Ethereum-borrowed': 398.64, 'borrowed': 398.64}",-0.10891470947512971,-2.4664482687459923,3.758836537855828
49,326,Beefy,bsc:0xca3f508b8e4dd382ee878a314789373d80a5190a,BIFI,Multi-Chain,https://icons.llama.fi/beefy.png,2,beefy-finance,Yield Aggregator,"['Polygon', 'Optimism', 'Arbitrum', 'Binance', 'Ethereum', 'Fantom', 'Avalanche', 'Canto', 'Kava', 'Cronos', 'Metis', 'Moonriver', 'Fuse', 'Moonbeam', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",beefy/index.js,beefyfinance,,,beefy,294.1,"{'Optimism': 61.37, 'Metis': 2.39, 'Kava': 6.04, 'Kava-staking': 0.62, 'Optimism-staking': 7.15, 'Celo-staking': 0.01, 'Moonriver': 0.58, 'Oasis-staking': 0.0, 'Harmony-staking': 0.0, 'Fuse-staking': 0.04, 'Fantom-staking': 2.59, 'Cronos-staking': 0.47, 'Harmony': 0.01, 'zkSync-staking': 0.08, 'Moonriver-staking': 0.11, 'Binance': 32.28, 'Ethereum': 29.15, 'Oasis': 0.2, 'Heco': 0.01, 'Binance-staking': 4.4, 'Moonbeam-staking': 0.06, 'Avalanche': 13.96, 'Ethereum-staking': 1.6, 'Canto-staking': 2.49, 'Celo': 0.13, 'Arbitrum': 43.94, 'Fuse': 0.48, 'Fantom': 27.85, 'staking': 26.84, 'Aurora-staking': 0.01, 'zkSync': 1.17, 'Cronos': 3.97, 'Arbitrum-staking': 2.08, 'Heco-staking': 0.0, 'Moonbeam': 0.4, 'Aurora': 0.14, 'Avalanche-staking': 1.96, 'Polygon': 63.17, 'Metis-staking': 0.12, 'Polygon-staking': 3.05, 'Canto': 6.87}",-0.034553516824431085,-0.2805984291103698,-2.058151871896385
