Date,Ethereum,Tron,BSC,Arbitrum,Polygon,Optimism,Avalanche,Mixin,Cronos,Fantom,other chains
2022-04-30,82222.61,4088.02,10399.1,1411.23,3091.68,415.28,7782.59,340.22,2903.97,3213.63,46343.64000000001
2022-05-01,80156.31,3995.2,10357.73,1371.59,2986.83,390.93,7504.63,330.65,2742.54,2753.47,44307.369999999995
2022-05-02,81648.3,4293.54,10499.78,1382.3,3037.09,403.19,7574.81,335.56,2570.81,2949.77,45233.240000000005
2022-05-03,82033.52,4265.57,10462.31,1392.86,3043.75,398.61,7607.54,330.92,2315.87,3000.85,45436.75
2022-05-04,81144.21,4323.39,10602.83,1382.75,3354.03,395.33,7600.65,326.85,2440.01,2984.67,45248.39
2022-05-05,84263.25,4735.69,10518.53,1420.47,3481.5,419.2,7820.95,339.33,2550.55,3176.64,47018.6
2022-05-06,80112.78,4344.37,10418.91,1372.89,3431.12,389.05,7417.73,318.98,2424.68,2987.11,45494.92
2022-05-07,79359.24,4725.62,10426.46,1368.15,3488.01,387.79,7222.72,344.37,2382.76,2984.79,44302.48
2022-05-08,77061.73,4670.19,10204.47,1357.79,3575.66,379.69,7073.82,344.51,2307.27,2909.94,40681.74
2022-05-09,74436.51,4815.18,9528.77,1340.18,3486.54,371.69,6948.75,334.77,2218.13,2903.89,38766.950000000004
2022-05-10,68238.75,4334.83,9177.68,1255.92,3112.65,349.48,6032.22,305.19,1928.98,2611.87,27071.260000000002
2022-05-11,69073.89,4448.84,8825.93,1284.55,3143.85,354.43,6054.43,310.06,1950.42,2379.7,23276.000000000004
2022-05-12,59712.96,4308.24,8102.65,1190.37,2714.29,298.75,5142.73,275.33,1746.77,1686.58,15933.63
2022-05-13,54463.39,3732.3,7353.79,1081.23,2388.16,276.72,4167.68,273.86,1550.37,1402.93,11936.759999999998
2022-05-14,55209.41,4117.92,7680.56,1091.35,2461.6,270.84,4144.81,282.92,1483.27,1354.61,11486.04
2022-05-15,55449.23,4222.39,7450.36,1092.41,2426.2,265.57,4283.51,287.34,1487.66,1387.68,11658.529999999999
2022-05-16,57056.18,4236.0,7730.81,1105.86,2495.23,272.39,4361.41,298.1,1509.96,1328.62,11959.220000000001
2022-05-17,55111.95,4190.04,7562.69,1096.36,2372.72,268.52,4155.01,288.9,1458.62,1201.03,11375.8
2022-05-18,56625.74,4315.78,7726.18,1079.1,2392.21,270.45,4198.25,294.93,1488.04,1153.97,11420.0
2022-05-19,53792.02,4259.04,7458.9,1033.58,2276.93,262.62,3771.74,283.17,1418.35,1070.59,10730.889999999998
2022-05-20,55790.68,4348.18,7747.02,1050.3,2292.47,264.22,3715.55,295.52,1447.51,1066.46,10894.089999999998
2022-05-21,54220.88,4275.34,7746.22,1046.54,2251.09,260.66,3639.11,286.38,1428.47,1081.63,10556.28
2022-05-22,54509.81,4350.95,7900.27,1055.42,2256.9,264.58,3635.98,290.71,1439.13,1129.21,10694.339999999998
2022-05-23,56170.74,5219.75,8003.41,1018.41,2297.9,269.49,3674.96,297.77,1449.72,1168.32,10932.88
2022-05-24,55338.58,5263.61,7964.08,1017.93,2256.91,260.01,3575.1,288.21,1403.35,1163.66,10742.59
2022-05-25,55623.49,5369.16,8090.87,1019.21,2299.82,262.26,3616.41,292.65,1406.46,1166.84,10675.59
2022-05-26,55240.52,5856.86,8097.07,1019.08,2297.43,250.71,3523.86,291.63,1374.79,1148.14,10706.099999999999
2022-05-27,52449.23,5754.58,7725.23,993.08,2195.49,253.69,3294.03,284.16,1330.55,1138.49,10171.439999999999
2022-05-28,51327.56,5750.19,7653.74,985.23,2162.52,237.75,3224.86,280.18,1331.31,1109.78,9861.779999999999
2022-05-29,52475.63,5785.05,7691.78,998.18,2177.29,234.57,3249.12,307.69,1341.48,1124.08,9960.3
2022-05-30,52629.19,5854.06,7591.35,1002.73,2169.62,257.52,3282.98,312.13,1356.12,1142.48,10086.24
2022-05-31,56160.47,6012.83,7870.51,1040.54,2258.82,262.46,3386.96,582.88,1407.54,1153.75,10516.58
2022-06-01,55508.22,6077.34,7855.67,1034.74,2229.06,266.48,3372.48,591.47,1404.15,1163.83,10559.53
2022-06-02,53133.01,6047.51,7452.89,1002.79,2129.46,305.79,3281.85,557.44,1351.25,1121.87,10130.359999999999
2022-06-03,53448.61,6168.56,7553.68,1020.28,2128.83,316.15,3231.64,567.73,1369.43,1135.83,10160.36
2022-06-04,52320.58,6025.04,7413.79,996.02,2090.44,325.32,3176.02,554.92,1342.22,1097.88,9758.51
2022-06-05,52219.68,5990.27,7376.31,997.66,2105.29,340.1,3169.09,562.86,1342.26,1089.59,9698.910000000002
2022-06-06,52576.72,6064.22,7357.19,1001.07,2111.69,343.74,3200.17,566.89,1344.84,1093.97,9456.999999999998
2022-06-07,52469.32,6154.18,7285.4,1001.48,2131.51,346.84,3293.43,571.54,1323.47,1098.11,9661.23
2022-06-08,52717.56,6294.56,7303.75,1001.01,2127.35,350.66,3294.71,577.19,1257.77,1093.5,9591.2
2022-06-09,52422.81,6243.7,7225.46,992.72,2076.81,343.93,3298.67,565.29,1265.52,1068.86,9550.24
2022-06-10,52112.26,6202.58,7006.64,993.36,2082.86,322.41,3328.5,561.04,1257.85,1053.68,9480.18
2022-06-11,49551.62,6050.15,6945.59,968.9,2004.21,318.61,3209.13,545.52,1267.9,986.04,9164.119999999999
2022-06-12,47030.24,5869.5,6831.47,932.15,1869.46,308.22,3086.15,527.18,1228.9,941.94,8702.7
2022-06-13,44826.08,5727.65,6712.52,900.89,1798.75,281.59,2892.48,498.91,1185.25,873.68,8119.3099999999995
2022-06-14,38844.01,4734.61,5648.95,821.34,1575.45,254.06,2386.18,435.11,1095.42,770.07,7406.89
2022-06-15,37925.98,4016.15,5675.85,812.45,1522.11,253.65,2285.76,430.41,1087.47,765.74,7407.74
2022-06-16,37832.92,4257.79,5623.42,768.22,1487.97,254.89,2193.82,445.19,1041.18,759.17,7409.2
2022-06-17,34697.85,3966.81,5334.26,735.04,1390.64,243.75,2085.13,407.77,1011.44,716.84,6865.400000000001
2022-06-18,35260.98,4013.96,5401.12,728.46,1388.14,235.75,2118.7,412.41,1019.15,728.68,7021.469999999999
2022-06-19,32947.2,3935.17,5090.13,678.65,1333.74,221.44,2055.07,392.79,987.06,684.68,6729.18
2022-06-20,34749.02,3984.72,5223.09,700.5,1378.16,237.51,2105.74,413.86,1014.66,703.51,6928.3099999999995
2022-06-21,35307.27,4036.16,5309.26,708.75,1391.69,272.43,2135.17,418.22,1017.6,708.16,7017.049999999999
2022-06-22,35287.8,4084.46,5286.22,710.61,1394.21,275.0,2174.96,421.41,1100.86,710.7,7253.46
2022-06-23,34798.79,4032.65,5242.39,684.94,1379.04,303.08,2149.93,417.27,1098.42,700.71,7152.67
2022-06-24,36149.75,4074.95,5309.43,707.26,1439.77,312.62,2233.89,433.03,1126.69,713.7,7402.17
2022-06-25,37299.58,4128.83,5361.87,712.68,1457.99,316.72,2301.05,438.79,1152.81,724.83,7639.639999999999
2022-06-26,37551.22,4129.22,5375.85,706.69,1451.62,307.52,2324.8,443.17,1160.64,685.19,7676.960000000001
2022-06-27,36869.86,4105.9,5340.18,700.27,1426.18,300.27,2271.62,434.25,1140.46,667.82,7480.189999999999
2022-06-28,36391.35,4108.93,5344.06,690.81,1412.27,286.38,2234.97,429.2,1142.19,669.3,7457.03
2022-06-29,35431.62,3973.75,5339.21,686.77,1392.8,292.45,2245.07,420.22,1128.98,658.5,7272.780000000001
2022-06-30,34737.56,3917.82,5352.13,683.59,1359.96,276.58,2184.27,417.17,1114.31,637.53,7162.06
2022-07-01,34464.67,3945.6,5329.55,679.73,1347.15,270.03,2198.31,423.05,1116.94,580.38,7082.740000000001
2022-07-02,34328.21,3904.85,5358.56,676.93,1349.37,270.97,2180.2,405.76,1105.31,569.8,7004.0599999999995
2022-07-03,34517.1,4769.67,5345.45,688.2,1367.86,284.75,2169.59,407.12,1102.78,565.35,7018.15
2022-07-04,34717.58,4833.51,5513.25,573.86,1340.15,276.28,2188.85,408.34,1100.97,573.59,7215.76
2022-07-05,36166.95,4898.39,5548.7,580.24,1371.22,289.21,2250.3,427.1,1124.94,585.27,7405.06
2022-07-06,36097.83,5307.96,5567.01,580.43,1381.69,285.8,2212.1,423.22,1121.8,579.3,7269.81
2022-07-07,36766.29,5287.68,5743.41,587.81,1401.14,285.82,2255.41,429.96,1135.02,580.79,7407.18
2022-07-08,37241.24,5366.8,5644.99,613.88,1446.53,288.84,2314.38,447.38,1152.67,594.28,7619.460000000001
2022-07-09,36513.11,5865.95,5603.44,604.09,1435.96,286.74,2318.98,443.94,1160.42,593.83,7615.0599999999995
2022-07-10,36533.97,5837.31,5690.88,615.75,1442.93,289.62,2325.86,444.08,1161.65,595.26,7613.530000000001
2022-07-11,35628.14,5755.51,5572.0,597.5,1402.36,284.13,2298.2,431.43,1139.98,578.56,7439.639999999999
2022-07-12,34370.8,5621.19,5375.95,572.03,1370.64,273.91,2233.49,416.07,1124.3,534.29,7194.349999999999
2022-07-13,33202.13,5595.72,5285.7,564.39,1344.19,270.56,2188.47,405.86,1115.65,525.96,7167.67
2022-07-14,34137.4,5681.18,5414.89,582.09,1394.8,280.05,2290.61,421.75,1139.34,530.67,7316.22
2022-07-15,35392.91,5682.01,5532.47,592.65,1431.64,293.04,2309.19,429.0,1145.86,539.5,7444.0
2022-07-16,35959.72,5728.83,5531.87,600.58,1433.12,300.7,2320.28,432.97,1155.26,533.47,7483.42
2022-07-17,37467.86,5805.28,5648.38,625.89,1444.23,323.35,2367.74,448.71,1174.47,533.95,7730.33
2022-07-18,37367.71,5759.3,5644.07,616.81,1435.81,327.46,2358.59,441.95,1168.51,529.42,7657.330000000001
2022-07-19,40765.31,5847.91,5865.66,666.36,1539.67,352.1,2514.59,473.56,1208.65,552.45,8116.1
2022-07-20,40524.13,5875.54,5930.21,649.21,1552.31,357.26,2578.18,481.27,1217.2,567.94,8217.82
2022-07-21,40102.68,5850.17,5840.67,644.25,1524.8,361.16,2538.36,480.18,1204.65,555.53,8019.509999999999
2022-07-22,40694.71,5885.71,5942.63,643.98,1570.38,380.48,2567.99,484.98,1210.58,575.75,8151.749999999999
2022-07-23,41018.68,5816.55,5901.38,647.22,1555.83,385.98,2583.63,477.96,1202.14,568.54,8044.469999999999
2022-07-24,40953.76,5807.78,5887.87,643.54,1562.46,397.96,2582.19,477.46,1190.22,575.4,8023.35
2022-07-25,41643.29,5767.49,5838.4,668.56,1570.71,394.25,2564.34,476.45,1189.11,580.48,8005.989999999999
2022-07-26,39190.18,5687.68,5634.9,672.37,1504.64,399.38,2495.23,459.14,1172.66,550.45,7845.88
2022-07-27,39012.12,5653.3,5656.77,776.55,1484.01,406.57,2449.3,454.16,1160.81,544.1,7712.389999999999
2022-07-28,41864.66,5755.47,5897.62,732.88,1569.84,450.78,2534.89,487.73,1199.09,575.4,8111.45
2022-07-29,43497.19,5890.89,6028.1,742.31,1633.16,492.99,2576.56,508.26,1217.08,588.34,8321.689999999999
2022-07-30,43367.59,5868.43,6164.09,748.78,1625.66,528.54,2495.83,508.56,1225.08,584.48,7946.0
2022-07-31,43223.4,5909.51,6109.21,756.25,1640.1,532.6,2523.27,504.45,1223.83,586.01,8038.849999999999
2022-08-01,42991.28,5896.38,6066.32,743.95,1615.42,530.11,2502.28,501.45,1219.94,578.58,7991.19
2022-08-02,42499.71,5879.83,6012.63,743.82,1574.79,526.25,2438.31,498.61,1227.12,585.89,7885.479999999999
2022-08-03,41862.68,5773.35,5938.53,749.83,1545.84,531.35,2391.79,491.86,1244.33,571.4,7445.830000000001
2022-08-04,42544.22,5776.79,6155.48,768.99,1530.87,546.79,2415.32,497.28,1239.38,557.34,7490.11
2022-08-05,42844.37,5792.83,6185.62,780.74,1529.66,764.3,2364.15,495.22,1224.93,566.75,8168.679999999999
2022-08-06,43996.21,5853.66,6269.97,804.37,1552.88,982.54,2373.06,508.97,1240.85,574.93,8089.69
2022-08-07,43300.82,5841.92,6211.03,804.67,1532.68,1041.91,2342.22,501.41,1236.51,562.7,8019.57
2022-08-08,44240.33,5845.9,6348.34,837.3,1552.52,1073.76,2352.16,504.83,1237.12,571.87,8125.84
2022-08-09,44601.45,5901.39,6389.34,837.85,1563.54,1093.28,2397.51,514.3,1249.38,571.37,8289.07
2022-08-10,43065.92,5801.0,6279.82,820.28,1522.93,1064.43,2355.89,493.21,1221.09,551.85,7849.999999999999
2022-08-11,45954.58,5938.35,6458.94,882.84,1574.89,1145.72,2414.03,519.6,1255.4,591.88,8220.67
2022-08-12,45985.4,5912.64,6361.0,898.08,1600.03,1134.45,2391.99,520.32,1245.64,576.52,8154.549999999999
2022-08-13,46580.27,5922.28,6380.68,937.4,1602.43,1142.7,2424.96,529.38,1248.35,578.79,8341.62
2022-08-14,46876.27,5925.32,6389.07,926.9,1830.27,1098.47,2413.52,532.36,1179.33,574.56,8286.3
2022-08-15,46043.27,5906.35,6295.28,915.21,1903.73,1064.6,2382.05,528.66,1136.57,567.07,8084.870000000001
2022-08-16,45312.56,5856.31,6263.65,909.01,1963.56,1056.37,2341.39,521.51,1081.81,552.15,7956.57
2022-08-17,45325.24,5897.11,6239.6,896.4,2025.04,1030.48,2321.47,522.97,1096.55,550.18,8108.509999999999
2022-08-18,44468.98,5822.07,6060.9,893.51,2005.58,1025.37,2282.14,514.85,1071.77,537.31,7866.68
2022-08-19,44161.99,5749.31,5951.35,889.9,2004.74,898.07,2230.59,506.32,1049.98,532.09,7639.52
2022-08-20,41033.96,5614.34,5796.79,864.9,1922.95,859.4,2150.62,470.5,951.63,519.39,7287.790000000001
2022-08-21,40450.73,5643.57,5795.69,866.0,1915.85,835.13,2140.85,474.42,947.1,511.92,7239.16
2022-08-22,40661.22,6062.1,5963.32,886.58,1975.06,858.02,2157.91,490.11,945.91,520.92,7347.629999999999
2022-08-23,40736.35,6090.97,5966.74,882.61,1980.26,856.76,2139.91,493.28,942.8,515.52,7330.81
2022-08-24,40981.33,6037.65,5972.46,887.6,1973.02,874.73,2193.63,495.69,944.59,511.56,7362.339999999999
2022-08-25,42372.16,5993.15,5997.03,906.9,1891.13,871.32,2200.33,497.15,946.87,515.73,7412.379999999999
2022-08-26,42636.23,6064.41,6014.11,918.14,1876.69,889.07,2239.77,500.02,937.19,518.0,7461.33
2022-08-27,39942.62,5811.69,5815.23,887.63,1717.56,852.93,2152.36,470.74,920.02,494.5,7083.95
2022-08-28,39651.28,5787.41,5777.41,877.57,1697.21,869.84,2116.91,466.76,917.57,486.08,7097.599999999999
2022-08-29,38750.65,5654.7,5693.37,862.94,1665.66,847.81,2061.6,457.12,907.23,481.66,6913.259999999999
2022-08-30,40509.36,5771.99,5857.01,905.52,1707.95,882.45,1950.95,473.0,920.05,498.27,7139.599999999999
2022-08-31,40435.49,5753.43,5846.12,897.01,1692.68,894.89,1931.81,467.37,919.02,489.85,7085.2699999999995
2022-09-01,40264.93,5708.7,5784.75,884.5,1673.33,898.16,1909.39,467.28,914.43,483.75,7023.17
2022-09-02,40837.57,5746.49,5808.46,901.89,1662.65,903.65,1889.88,474.01,913.27,485.56,7196.83
2022-09-03,40847.46,5718.42,5794.88,912.32,1639.45,907.3,1874.76,472.99,909.77,483.15,7150.719999999999
2022-09-04,40505.4,5749.14,5796.72,909.41,1642.61,901.08,1866.62,470.21,902.87,478.0,7202.739999999999
2022-09-05,40646.38,5617.97,5792.78,912.07,1638.78,906.03,1863.06,471.91,905.09,481.4,7271.75
2022-09-06,41536.35,5619.0,5950.92,913.87,1615.43,888.61,1883.3,477.66,916.18,484.9,7369.419999999999
2022-09-07,39523.77,5406.73,5680.33,876.15,1511.75,839.77,1793.17,451.2,870.14,460.43,7049.35
2022-09-08,40617.43,5487.6,5819.56,880.8,1506.93,856.67,1819.15,466.29,871.46,477.66,7206.29
2022-09-09,40712.98,5522.03,5849.82,887.87,1469.67,853.08,1799.03,466.38,874.86,466.01,7295.219999999999
2022-09-10,42110.45,5743.04,5968.13,906.65,1463.7,883.39,1764.89,493.84,886.89,483.18,7419.779999999999
2022-09-11,42999.23,5781.31,6024.89,927.05,1470.13,886.76,1761.03,504.47,893.16,475.63,7486.2699999999995
2022-09-12,42530.66,5792.39,5936.98,920.6,1445.05,883.59,1754.11,501.37,847.04,469.73,7364.01
2022-09-13,41832.53,5827.9,5970.82,898.21,1406.0,886.27,1744.83,503.47,846.35,465.05,7456.33
2022-09-14,39198.78,5519.12,5727.35,856.32,1329.94,851.09,1648.7,468.04,814.24,445.86,6994.229999999999
2022-09-15,38670.14,5543.93,5625.04,844.2,1317.31,827.11,1641.48,471.14,814.02,443.4,6999.250000000001
2022-09-16,36971.83,5534.85,5654.4,817.61,1241.74,820.33,1612.83,458.72,807.21,429.81,6885.360000000001
2022-09-17,36836.39,5521.1,5759.94,856.88,1239.3,822.31,1627.45,459.91,813.03,432.6,6955.11
2022-09-18,37354.92,5572.23,5773.32,884.23,1256.43,836.5,1655.26,462.11,824.04,436.94,7027.110000000001
2022-09-19,35770.58,5481.57,5659.54,850.75,1201.53,816.74,1689.99,445.79,809.0,419.64,6745.030000000001
2022-09-20,36119.01,5462.73,5750.69,875.81,1205.54,828.78,1705.49,448.31,810.79,420.2,6818.3600000000015
2022-09-21,36025.82,5384.4,5743.25,856.28,1182.79,840.69,1673.2,440.46,808.87,418.72,6712.85
2022-09-22,34799.61,5301.95,5772.46,846.22,1142.06,805.36,1655.89,431.0,800.87,409.55,6571.41
2022-09-23,37078.03,5440.83,5893.41,889.93,1185.38,827.24,1680.71,447.51,818.39,413.78,6845.930000000001
2022-09-24,37065.06,5395.77,5901.45,889.28,1175.59,830.29,1690.75,444.96,843.22,415.29,6861.79
2022-09-25,36747.93,5362.11,5879.66,889.65,1173.88,834.58,1668.06,441.95,827.1,414.04,6796.0599999999995
2022-09-26,36518.14,5368.41,5882.82,900.52,1169.7,825.36,1676.32,439.3,820.3,414.37,6743.509999999999
2022-09-27,37230.74,5402.57,5933.36,921.32,1197.83,837.64,1692.91,446.35,821.24,417.28,6837.2699999999995
2022-09-28,37295.24,5373.4,5896.9,908.43,1174.51,841.86,1692.04,445.85,815.29,406.53,6753.96
2022-09-29,37366.39,5426.65,5967.74,908.87,1184.32,894.95,1696.89,449.13,814.42,406.9,6738.039999999999
2022-09-30,37356.75,5488.94,5968.18,903.27,1194.39,905.3,1684.73,451.22,811.8,404.1,6812.550000000002
2022-10-01,37216.32,5524.17,5943.12,898.49,1205.27,900.23,1687.74,449.3,809.36,401.27,6759.2300000000005
2022-10-02,37508.2,5548.03,5925.93,894.5,1199.44,901.25,1678.4,448.16,812.76,401.07,6729.340000000001
2022-10-03,36903.64,5547.26,5948.58,887.72,1189.91,898.99,1657.16,443.64,811.65,394.72,6643.2
2022-10-04,37340.06,5807.02,5982.65,897.4,1214.91,919.66,1679.96,453.0,812.35,398.26,6709.63
2022-10-05,37926.61,5700.28,6076.04,912.65,1228.06,928.11,1687.71,463.15,818.97,400.89,6785.33
2022-10-06,37971.96,5671.53,6057.51,937.88,1256.05,918.48,1680.08,465.08,816.34,400.16,6754.37
2022-10-07,37917.21,5673.46,6057.59,917.98,1227.84,922.15,1654.12,460.43,810.56,396.46,6696.179999999999
2022-10-08,37607.8,5615.97,6033.84,914.33,1188.68,901.46,1508.26,453.7,807.11,413.06,6658.040000000001
2022-10-09,37281.13,5590.06,5985.13,909.91,1183.18,922.35,1506.38,451.2,806.55,412.21,6622.029999999999
2022-10-10,37406.07,5601.42,5994.54,914.03,1199.21,920.72,1512.62,453.6,799.4,405.77,6657.23
2022-10-11,36710.65,5543.69,5937.02,903.61,1177.88,909.67,1493.42,443.42,789.06,390.11,6557.54
2022-10-12,36701.16,5557.29,5930.46,905.02,1171.65,914.8,1613.13,443.82,787.32,427.48,6401.2
2022-10-13,36892.0,5579.03,5911.21,891.47,1151.82,906.53,1486.84,443.48,783.06,426.07,6227.09
2022-10-14,36381.08,5545.06,5918.85,901.34,1136.26,916.12,1488.68,445.51,785.3,432.84,6170.93
2022-10-15,36424.32,5658.84,5891.12,902.13,1098.77,919.13,1458.43,442.47,782.52,428.62,6121.509999999999
2022-10-16,36309.63,5548.16,5885.98,906.66,1148.66,919.78,1452.52,442.64,784.82,429.34,6116.679999999999
2022-10-17,36753.93,5487.2,5915.25,915.22,1153.57,927.6,1458.59,444.41,784.78,428.24,6185.869999999999
2022-10-18,37229.77,5565.26,5917.32,926.87,1167.36,898.83,1475.62,451.32,795.08,432.89,6221.51
2022-10-19,36884.47,5513.01,5903.32,922.22,1147.48,907.73,1449.38,430.14,788.82,430.87,6129.22
2022-10-20,36301.63,5497.3,5909.08,906.28,1133.01,913.75,1433.26,425.38,792.81,428.27,6044.8099999999995
2022-10-21,36085.07,5347.62,5845.34,890.72,1113.96,907.23,1395.76,424.97,789.35,424.26,5994.110000000001
2022-10-22,36255.81,5281.57,5862.17,907.98,1122.69,907.16,1407.96,427.73,793.15,429.89,6034.12
2022-10-23,36384.11,5307.44,5872.49,904.5,1113.99,907.57,1400.92,429.41,791.11,428.29,6054.82
2022-10-24,37259.82,5315.52,5929.57,924.07,1139.71,914.3,1417.99,436.59,797.47,430.21,6179.09
2022-10-25,36800.46,5263.56,5912.05,924.16,1133.75,911.44,1403.76,435.5,797.44,427.06,6026.329999999999
2022-10-26,38749.22,5386.74,6105.53,956.07,1154.82,930.08,1422.34,451.01,801.86,433.41,6210.8
2022-10-27,40240.09,5494.48,6173.35,973.42,1160.76,948.27,1418.04,463.43,814.64,435.47,6338.64
2022-10-28,39571.19,5429.67,6123.19,970.33,1146.14,979.04,1405.54,456.36,806.32,431.89,6276.790000000001
2022-10-29,40014.12,5455.68,6197.44,981.46,1180.89,992.34,1439.81,461.3,812.58,437.1,6399.5
2022-10-30,41112.8,5437.92,6347.21,1011.48,1187.31,1016.66,1423.78,466.97,805.99,436.51,6463.590000000001
2022-10-31,40641.91,5369.4,6462.74,998.0,1175.41,1003.82,1415.29,463.43,810.68,441.78,6442.08
2022-11-01,40235.21,5357.1,6292.57,997.12,1161.6,977.2,1430.94,463.41,823.52,441.86,6448.34
2022-11-02,40218.29,5206.01,6444.82,1005.67,1168.83,963.53,1415.72,461.97,818.56,434.43,6456.37
2022-11-03,39476.55,5175.14,6293.49,997.19,1163.99,908.28,1402.34,453.41,812.63,430.23,6413.630000000001
2022-11-04,39669.98,5163.44,6479.89,1011.27,1201.76,867.02,1402.87,456.08,815.18,449.62,6437.88
2022-11-05,41549.0,5297.56,6636.0,1048.44,1283.89,876.42,1419.69,474.65,827.7,454.5,6734.410000000001
2022-11-06,41365.85,5316.5,6675.66,1053.1,1272.19,876.86,1416.34,324.44,834.94,456.17,6809.01
2022-11-07,40482.78,5194.66,6490.62,1034.04,1258.75,859.83,1382.35,300.09,829.86,448.91,6488.239999999999
2022-11-08,37568.25,5215.93,6643.17,1033.55,1269.32,870.6,1354.18,315.94,847.07,447.87,6463.999999999999
2022-11-09,35171.59,4964.45,6417.52,917.14,1144.29,779.5,1228.95,295.31,785.0,413.47,5568.570000000001
2022-11-10,31012.7,4525.41,5691.12,830.62,1008.12,690.28,1046.57,269.79,727.78,373.92,4709.9800000000005
2022-11-11,33193.57,4738.27,5756.91,870.13,1101.07,665.85,1082.07,294.05,749.85,381.23,4952.97
2022-11-12,32766.53,4534.66,5610.82,871.96,1079.87,643.86,1043.06,286.46,723.19,374.34,4705.83
2022-11-13,32341.82,4453.66,5621.58,858.05,1052.7,620.44,1030.68,264.94,708.79,365.85,4575.87
2022-11-14,31570.43,4136.3,5762.43,839.36,1025.65,608.75,990.42,257.09,647.03,355.35,4378.450000000001
2022-11-15,32036.16,4310.59,5488.72,858.64,1035.78,567.91,979.81,263.42,668.64,357.09,4463.67
2022-11-16,32222.42,4298.48,5628.69,871.63,1043.93,567.09,985.5,266.84,678.94,363.0,4521.96
2022-11-17,31761.29,4284.48,5334.82,882.21,1036.16,565.88,967.94,264.42,613.86,360.98,4492.13
2022-11-18,31583.82,4305.3,5596.8,891.73,1034.87,551.39,966.45,266.03,610.06,353.59,4461.43
2022-11-19,31599.96,4316.61,5590.3,902.95,1032.23,554.9,964.48,261.63,496.63,354.44,4444.66
2022-11-20,31764.73,4328.69,5254.14,923.64,1026.94,561.66,966.26,262.0,492.13,357.73,4427.219999999999
2022-11-21,30403.38,4225.02,5217.38,907.9,990.0,547.01,942.15,252.58,461.09,349.63,4266.6
2022-11-22,29872.03,4251.67,5439.42,901.02,988.39,540.45,866.99,247.83,451.68,347.06,4202.26
2022-11-23,29960.52,4239.55,5546.06,909.75,985.21,545.83,874.39,251.53,452.29,363.68,4183.150000000001
2022-11-24,30568.01,4307.84,5595.23,927.82,996.36,553.82,883.63,257.53,457.71,366.89,4276.89
2022-11-25,30400.49,4250.7,5684.44,938.5,994.92,552.72,855.26,257.36,454.29,364.85,4264.53
2022-11-26,30606.4,4270.6,5522.27,921.97,991.7,539.1,863.79,256.89,452.44,365.57,4297.070000000001
2022-11-27,30675.45,4264.88,6041.29,917.74,993.05,535.17,870.12,265.17,450.86,363.15,4227.120000000001
2022-11-28,30547.2,4327.41,5946.37,911.39,993.95,530.46,875.65,264.91,450.22,361.33,4237.33
2022-11-29,30129.82,4278.98,5674.13,898.05,976.97,525.56,866.0,259.69,432.78,368.9,4156.28
2022-11-30,31596.87,4282.94,5672.01,941.45,991.06,538.38,893.68,270.3,434.39,381.18,4285.48
2022-12-01,31967.38,4387.99,5749.45,940.56,1004.6,544.81,904.7,275.39,435.02,398.61,4310.53
2022-12-02,31912.98,4380.45,5775.15,947.44,1014.25,548.8,901.15,272.07,435.38,402.13,4309.31
2022-12-03,32013.72,4372.19,5114.02,971.07,1009.46,552.51,921.37,273.41,432.28,398.27,4339.84
2022-12-04,31474.76,4348.65,5482.3,971.6,997.13,545.46,916.33,271.7,430.05,398.31,4292.279999999999
2022-12-05,32160.22,4343.62,5565.94,991.54,1010.03,555.16,941.35,278.24,436.66,400.72,4356.23
2022-12-06,31667.35,4370.64,5369.87,985.47,1004.02,556.88,938.5,275.95,439.0,405.88,4324.96
2022-12-07,31704.56,4465.1,5652.59,1004.78,1005.23,566.02,933.23,276.54,436.36,403.65,4338.7300000000005
2022-12-08,31244.77,4407.85,6032.96,1012.29,991.06,564.66,901.92,272.02,428.83,395.53,4225.86
2022-12-09,31967.77,4486.35,5580.34,1040.69,1004.48,571.55,904.74,276.99,435.77,403.71,4279.450000000001
2022-12-10,31874.46,4498.76,5572.15,1046.93,996.51,570.08,904.11,275.76,435.17,403.57,4261.379999999999
2022-12-11,31902.67,4498.9,5773.39,1053.02,1000.37,570.42,904.99,275.29,433.63,403.15,4278.4800000000005
2022-12-12,31718.95,4441.45,5643.76,1056.95,980.41,566.3,904.36,272.85,429.33,398.19,4212.959999999999
2022-12-13,31903.84,4450.33,5531.64,1074.24,981.06,569.76,905.34,274.25,427.41,396.89,4190.26
2022-12-14,32732.52,4415.47,5166.13,1097.83,997.03,579.71,901.7,283.16,427.77,405.22,4238.7
2022-12-15,32516.33,4516.38,5124.88,1095.05,984.41,584.01,899.62,284.91,426.46,395.16,4204.12
2022-12-16,31681.31,4506.74,5135.93,1094.05,973.46,576.46,888.05,278.77,424.07,389.88,4171.21
2022-12-17,30052.55,4314.64,4805.34,1069.28,930.67,549.73,858.26,266.41,417.08,373.4,3912.5
2022-12-18,30302.74,4403.47,4833.48,1093.36,936.76,556.3,855.59,267.69,414.35,375.89,3918.61
2022-12-19,30405.11,4373.87,4901.57,1097.49,935.64,558.71,852.43,268.15,415.52,376.62,3929.8700000000003
2022-12-20,30051.97,4252.25,4834.05,1040.41,917.49,529.05,840.15,263.41,410.51,371.52,3817.8999999999996
