date,totalLiquidityUSD
2022-08-30,81151.72
2022-08-31,80963.77
2022-09-01,80515.8
2022-09-02,81393.98
2022-09-03,81171.02
2022-09-04,80105.46
2022-09-05,80575.22
2022-09-06,81703.15
2022-09-07,77979.96
2022-09-08,79732.87
2022-09-09,79931.99
2022-09-10,82138.99
2022-09-11,83376.87
2022-09-12,82488.74
2022-09-13,81675.7
2022-09-14,76893.4
2022-09-15,75973.65
2022-09-16,73899.23
2022-09-17,74041.35
2022-09-18,74927.11
2022-09-19,72474.41
2022-09-20,72934.76
2022-09-21,72676.82
2022-09-22,70750.13
2022-09-23,74064.65
2022-09-24,74085.17
2022-09-25,73618.72
2022-09-26,73313.01
2022-09-27,74433.1
2022-09-28,74327.59
2022-09-29,74632.6
2022-09-30,74680.42
2022-10-01,74478.7
2022-10-02,74686.05
2022-10-03,73790.46
2022-10-04,74817.17
2022-10-05,75663.43
2022-10-06,75671.7
2022-10-07,75384.86
2022-10-08,74726.77
2022-10-09,74272.43
2022-10-10,74471.62
2022-10-11,73408.39
2022-10-12,73293.89
2022-10-13,72986.97
2022-10-14,72004.88
2022-10-15,72024.62
2022-10-16,71795.47
2022-10-17,72469.69
2022-10-18,73405.54
2022-10-19,72697.65
2022-10-20,71654.8
2022-10-21,70927.77
2022-10-22,71311.71
2022-10-23,71536.21
2022-10-24,73093.37
2022-10-25,72119.46
2022-10-26,75083.9
2022-10-27,77240.15
2022-10-28,76227.33
2022-10-29,77093.98
2022-10-30,78582.13
2022-10-31,78090.51
2022-11-01,77437.16
2022-11-02,77455.87
2022-11-03,76225.36
2022-11-04,76682.98
2022-11-05,79633.86
2022-11-06,79434.73
2022-11-07,77740.47
2022-11-08,74634.1
2022-11-09,69149.42
2022-11-10,61012.65
2022-11-11,63698.04
2022-11-12,62390.99
2022-11-13,61478.87
2022-11-14,60085.65
2022-11-15,60682.86
2022-11-16,61208.67
2022-11-17,60264.07
2022-11-18,60190.82
2022-11-19,60206.55
2022-11-20,60098.22
2022-11-21,58009.01
2022-11-22,57476.97
2022-11-23,57871.5
2022-11-24,58661.13
2022-11-25,58519.7
2022-11-26,58581.71
2022-11-27,59125.52
2022-11-28,58845.07
2022-11-29,57810.17
2022-11-30,59812.86
2022-12-01,60476.21
2022-12-02,60464.89
2022-12-03,59928.91
2022-12-04,59563.27
2022-12-05,60598.96
2022-12-06,59838.57
2022-12-07,60176.17
2022-12-08,59926.52
2022-12-09,60582.84
2022-12-10,60488.69
2022-12-11,60771.2
2022-12-12,60247.31
2022-12-13,60344.72
2022-12-14,61012.35
2022-12-15,60780.37
2022-12-16,59687.95
2022-12-17,56747.47
2022-12-18,57185.61
2022-12-19,57368.4
2022-12-20,56469.79
2022-12-21,57473.24
2022-12-22,57503.32
2022-12-23,57510.67
2022-12-24,57413.27
2022-12-25,57501.88
2022-12-26,57113.9
2022-12-27,57332.9
2022-12-28,56991.89
2022-12-29,56408.34
2022-12-30,56445.53
2022-12-31,56348.36
2023-01-01,55904.59
2023-01-02,56143.3
2023-01-03,56589.89
2023-01-04,56657.37
2023-01-05,57724.97
2023-01-06,57625.03
2023-01-07,57854.48
2023-01-08,57903.82
2023-01-09,59022.06
2023-01-10,59839.66
2023-01-11,60181.83
2023-01-12,62011.25
2023-01-13,62411.03
2023-01-14,66105.71
2023-01-15,66166.83
2023-01-16,66883.24
2023-01-17,67118.46
2023-01-18,67475.56
2023-01-19,65848.43
2023-01-20,66990.24
2023-01-21,69600.91
2023-01-22,69288.16
2023-01-23,69437.54
2023-01-24,69769.9
2023-01-25,68198.09
2023-01-26,70181.42
2023-01-27,69690.4
2023-01-28,70483.11
2023-01-29,70143.07
2023-01-30,71796.32
2023-01-31,69269.31
2023-02-01,69959.78
2023-02-02,72852.49
2023-02-03,72133.61
2023-02-04,72669.53
2023-02-05,72549.07
2023-02-06,71733.24
2023-02-07,71473.79
2023-02-08,73467.93
2023-02-09,72627.4
2023-02-10,69279.61
2023-02-11,68654.41
2023-02-12,69454.0
2023-02-13,68988.55
2023-02-14,68492.1
2023-02-15,69865.84
2023-02-16,74311.46
2023-02-17,73043.38
2023-02-18,75049.03
2023-02-19,75467.38
2023-02-20,74931.18
2023-02-21,76085.42
2023-02-22,74418.29
2023-02-23,73967.46
2023-02-24,74077.83
2023-02-25,72452.46
2023-02-26,72344.52
2023-02-27,74078.03
2023-02-28,74195.26
2023-03-01,73718.02
2023-03-02,75334.84
2023-03-03,74710.04
2023-03-04,72246.14
2023-03-05,72056.77
2023-03-06,72164.95
2023-03-07,72083.35
2023-03-08,71981.06
2023-03-09,70433.26
2023-03-10,66829.11
2023-03-11,66309.32
2023-03-12,64194.2
2023-03-13,69508.08
2023-03-14,71269.97
2023-03-15,72137.6
2023-03-16,70401.1
2023-03-17,70414.3
2023-03-18,74648.92
2023-03-19,74273.59
2023-03-20,74409.22
2023-03-21,74248.59
2023-03-22,75555.24
2023-03-23,74022.91
2023-03-24,75883.6
2023-03-25,74169.09
2023-03-26,74027.68
2023-03-27,74615.08
2023-03-28,73267.52
2023-03-29,74213.95
2023-03-30,75133.38
2023-03-31,75328.64
2023-04-01,75999.84
2023-04-02,75871.49
2023-04-03,75151.68
2023-04-04,75445.47
2023-04-05,77897.47
2023-04-06,77703.5
2023-04-07,77297.03
2023-04-08,76730.72
2023-04-09,76806.94
2023-04-10,77041.3
2023-04-11,78553.19
2023-04-12,78226.33
2023-04-13,78411.59
2023-04-14,82926.6
2023-04-15,82104.54
2023-04-16,82869.03
2023-04-17,82453.38
2023-04-18,81328.52
2023-04-19,82442.11
2023-04-20,78208.65
2023-04-21,77513.08
2023-04-22,74746.44
2023-04-23,74989.05
2023-04-24,75087.18
2023-04-25,74489.15
2023-04-26,74727.02
2023-04-27,76068.2
2023-04-28,75931.7
2023-04-29,75588.84
2023-04-30,76034.91
2023-05-01,75378.95
2023-05-02,73638.28
2023-05-03,74697.15
2023-05-04,76721.57
2023-05-05,76398.89
2023-05-06,79476.85
2023-05-07,76984.15
2023-05-08,76249.95
2023-05-09,74536.92
2023-05-10,74872.7
2023-05-11,74516.93
2023-05-12,73309.08
2023-05-13,73757.15
2023-05-14,73662.09
2023-05-15,73564.34
2023-05-16,74534.06
2023-05-17,74698.44
2023-05-18,74105.59
2023-05-19,73734.92
2023-05-20,73918.68
2023-05-21,74758.73
2023-05-22,74208.56
2023-05-23,74877.06
2023-05-24,76107.49
2023-05-25,74080.4
2023-05-26,74296.57
2023-05-27,75023.18
2023-05-28,75606.59
2023-05-29,77731.72
2023-05-30,76884.87
2023-05-31,75912.47
