,id,name,symbol,chain,chains,slug,tvl,chainTvls
1342,2328,SynFutures,-,Multi-Chain,"['Polygon', 'Binance', 'Arbitrum', 'Ethereum']",synfutures,0.17,"{'Binance': 0.05, 'Ethereum': 0.01, 'Polygon': 0.07, 'Arbitrum': 0.03}"
1343,1064,Ideamarket,IMO,Arbitrum,['Arbitrum'],ideamarket,0.16,{'Arbitrum': 0.16}
1344,1980,Yodeswap,YODE,Dogechain,['Dogechain'],yodeswap,0.16,"{'Dogechain': 0.16, 'Dogechain-staking': 0.0, 'staking': 0.0}"
1345,1551,Kujira Orca,KUJI,Kujira,['Kujira'],kujira-orca,0.16,{'Kujira': 0.16}
1346,179,Varen,VRN,Ethereum,['Ethereum'],varen,0.16,"{'Ethereum': 0.16, 'pool2': 0.03, 'Ethereum-staking': 0.01, 'staking': 0.01, 'Ethereum-pool2': 0.03}"
1347,2263,Snowflake Exchange,SNOW,Multi-Chain,"['Polygon', 'Binance']",snowflake-exchange,0.16,"{'Binance': 0.03, 'Binance-staking': 0.0, 'Polygon': 0.13, 'Polygon-staking': 0.0, 'staking': 0.0}"
1348,462,Augury Finance,OMEN,Polygon,['Polygon'],augury-finance,0.16,{'Polygon': 0.16}
1349,2406,Tegro Finance,-,TON,['TON'],tegro-finance,0.16,{'TON': 0.16}
1350,1983,Cometa,META,Algorand,['Algorand'],cometa,0.16,{'Algorand': 0.16}
1351,628,Float,FLT,Multi-Chain,"['Polygon', 'Avalanche']",float,0.16,"{'Avalanche': 0.02, 'Polygon': 0.14}"
1352,2830,Brokkr Finance,BRO,Avalanche,['Avalanche'],brokkr-finance,0.16,{'Avalanche': 0.16}
1353,2022,MetaStreet,-,Ethereum,['Ethereum'],metastreet,0.16,"{'Ethereum': 0.16, 'Ethereum-borrowed': 0.66, 'borrowed': 0.66}"
1354,615,BNBMiner Finance,-,Binance,['Binance'],bnbminer-finance,0.16,{'Binance': 0.16}
1355,2987,Vendor V2,-,Arbitrum,['Arbitrum'],vendor-v2,0.16,{'Arbitrum': 0.16}
1356,621,Trava Finance,TRAVA,Multi-Chain,"['Binance', 'Fantom']",trava-finance,0.16,"{'Binance': 0.13, 'Fantom': 0.02}"
1357,735,BecoSwap,BECO,Kardia,['Kardia'],becoswap,0.16,"{'Kardia-staking': 0.12, 'Kardia': 0.16, 'staking': 0.12}"
1358,2636,Lighter,-,Arbitrum,['Arbitrum'],lighter,0.16,{'Arbitrum': 0.16}
1359,623,Composable Finance,LAYR,Multi-Chain,"['Ethereum', 'Polygon', 'Arbitrum']",composable-finance,0.16,"{'Ethereum': 0.16, 'Polygon': 0.0, 'Arbitrum': 0.0}"
1360,632,FoxSwap,FOX,Harmony,['Harmony'],foxswap,0.16,"{'Harmony-staking': 0.0, 'Harmony': 0.16, 'staking': 0.0}"
1361,697,Cook Finance,COOK,Multi-Chain,"['Heco', 'Binance', 'Avalanche', 'Ethereum']",cook-finance,0.16,"{'pool2': 0.08, 'Heco-staking': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.07, 'Binance': 0.11, 'Ethereum': 0.02, 'Binance-staking': 0.02, 'Avalanche': 0.03, 'Avalanche-staking': 0.0, 'Ethereum-staking': 0.02, 'Heco-pool2': 0.0, 'Avalanche-pool2': 0.01, 'staking': 0.04}"
1362,1367,WOWswap,WOW,Multi-Chain,"['Binance', 'Avalanche', 'IoTeX', 'Polygon', 'Ethereum', 'Heco', 'Kava', 'Metis']",wowswap,0.15,"{'Metis': 0.0, 'Kava': 0.0, 'Kava-staking': 0.0, 'IoTeX-staking': 0.0, 'Heco-staking': 0.0, 'Binance': 0.07, 'IoTeX': 0.03, 'Ethereum': 0.0, 'Binance-staking': 0.02, 'Heco': 0.0, 'Avalanche': 0.04, 'Avalanche-staking': 0.0, 'Ethereum-staking': 0.0, 'Polygon': 0.01, 'Metis-staking': 0.0, 'Polygon-staking': 0.0, 'staking': 0.02}"
1363,2666,wefi,WEFI,Polygon,['Polygon'],wefi,0.15,"{'Polygon': 0.15, 'Polygon-borrowed': 0.06, 'borrowed': 0.06}"
1364,2983,Zomma protocol,-,zkSync Era,['zkSync Era'],zomma-protocol,0.15,{'zkSync Era': 0.15}
1365,742,Furucombo,COMBO,Polygon,['Polygon'],furucombo,0.15,{'Polygon': 0.15}
1366,3009,Avely Swap,-,Zilliqa,['Zilliqa'],avely-swap,0.15,{'Zilliqa': 0.15}
1367,284,Serum Swap,SRM,Solana,['Solana'],serum-swap,0.15,{'Solana': 0.15}
1368,2687,OpenXswap,OpenX,Optimism,['Optimism'],openxswap,0.15,"{'Optimism': 0.15, 'Optimism-staking': 0.06, 'staking': 0.06}"
1369,2360,MahaLend,-,Multi-Chain,"['Arbitrum', 'Ethereum']",mahalend,0.15,"{'Ethereum': 0.03, 'Arbitrum-borrowed': 0.2, 'Ethereum-borrowed': 0.03, 'Arbitrum': 0.12, 'borrowed': 0.23}"
1370,1727,StakeEasy,-,Multi-Chain,"['Secret', 'Juno']",stakeeasy,0.15,"{'Secret': 0.11, 'Juno': 0.04}"
1371,2652,OSWAP Token,OSWAP,Obyte,['Obyte'],oswap-token,0.15,"{'Obyte': 0.15, 'Obyte-staking': 2.13, 'staking': 2.13}"
1372,2331,SwapFish,FISH,Multi-Chain,"['Arbitrum', 'Binance']",swapfish,0.15,"{'Binance': 0.01, 'Binance-staking': 0.0, 'Arbitrum-staking': 0.01, 'Arbitrum': 0.14, 'staking': 0.01}"
1373,495,HFIone,HFI,Heco,['Heco'],hfione,0.15,"{'Heco': 0.15, 'Heco-staking': 0.0, 'staking': 0.0}"
1374,1705,PinkPea Finance,PEA,Aurora,['Aurora'],pinkpea-finance,0.15,{'Aurora': 0.15}
1375,829,Standard Protocol,STND,Multi-Chain,"['Shiden', 'Metis', 'Ethereum']",standard-protocol,0.15,"{'Metis': 0.05, 'Ethereum': 0.04, 'Shiden': 0.06}"
1376,274,Olive Cash,OLIVE,Multi-Chain,"['Binance', 'Fantom', 'Avalanche']",olive-cash,0.14,"{'Binance': 0.06, 'Avalanche': 0.04, 'Fantom': 0.05}"
1377,600,Value Liquid,VALUE,Ethereum,['Ethereum'],value-liquid,0.14,{'Ethereum': 0.14}
1378,2368,Aptin Finance,-,Aptos,['Aptos'],aptin-finance,0.14,"{'Aptos-borrowed': 0.16, 'Aptos': 0.14, 'borrowed': 0.16}"
1379,967,Babylon Finance,BABL,Ethereum,['Ethereum'],babylon-finance,0.14,"{'Ethereum': 0.14, 'Ethereum-staking': 0.0, 'staking': 0.0}"
1380,2019,BFly Finance,-,Starcoin,['Starcoin'],bfly-finance,0.14,{'Starcoin': 0.14}
1381,2267,Kava Boost,-,Kava,['Kava'],kava-boost,0.14,{'Kava': 0.14}
1382,630,Huckleberry AMM,FINN,Multi-Chain,"['Moonriver', 'CLV']",huckleberry-amm,0.14,"{'Moonriver-staking': 0.04, 'Moonriver': 0.13, 'CLV': 0.01, 'staking': 0.04}"
1383,402,Hunny Finance,HUNNY,Binance,['Binance'],hunny-finance,0.14,"{'Binance': 0.14, 'Binance-staking': 0.05, 'pool2': 0.3, 'Binance-pool2': 0.3, 'staking': 0.05}"
1384,409,CafeSwap,BREW,Multi-Chain,"['Binance', 'Polygon']",cafeswap,0.14,"{'Binance': 0.11, 'Binance-staking': 0.0, 'Polygon': 0.03, 'Polygon-staking': 0.0, 'staking': 0.0}"
1385,328,SteakBank Finance,SBF,Binance,['Binance'],steakbank-finance,0.14,{'Binance': 0.14}
1386,2719,SithSwap,SITH,Starknet,['Starknet'],sithswap,0.14,{'Starknet': 0.14}
1387,1030,TopShelf,LIQR,Multi-Chain,"['Binance', 'Fantom', 'Avalanche']",topshelf,0.14,"{'Binance': 0.05, 'Avalanche': 0.04, 'Fantom': 0.04}"
1388,2009,H2Odata,PSDN,Ethereum,['Ethereum'],h2odata,0.14,{'Ethereum': 0.14}
1389,825,NFT20,MUSE,Multi-Chain,"['Ethereum', 'Polygon']",nft20,0.13,"{'pool2': 0.09, 'Ethereum-pool2': 0.09, 'Ethereum': 0.13, 'Polygon': 0.0, 'Ethereum-staking': 0.4, 'staking': 0.4}"
1390,1697,Diffusion Finance,DIFF,Evmos,['Evmos'],diffusion-finance,0.13,"{'Evmos': 0.13, 'Evmos-staking': 0.14, 'staking': 0.14}"
1391,1469,BtnGroup,BUTT,Secret,['Secret'],btngroup,0.13,{'Secret': 0.13}
1392,1500,Alcor Exchange,-,Multi-Chain,"['Wax', 'EOS']",alcor-exchange,0.13,"{'EOS': 0.0, 'Wax': 0.13}"
1393,2657,PonytaSwap,-,Rangers,['Rangers'],ponytaswap,0.13,{'Rangers': 0.13}
1394,2495,UNO farm,-,Multi-Chain,"['Binance', 'Polygon', 'Aurora', 'Avalanche']",uno-farm,0.13,"{'Binance': 0.08, 'Aurora': 0.0, 'Avalanche': 0.0, 'Polygon': 0.05}"
1395,844,ZYXSwap,-,ZYX,['ZYX'],zyxswap,0.13,{'ZYX': 0.13}
1396,2151,Ribbon Lend,RBN,Ethereum,['Ethereum'],ribbon-lend,0.13,"{'Ethereum': 0.13, 'Ethereum-borrowed': 0.0, 'borrowed': 0.0}"
1397,1358,Kassandra DAO,KACY,Avalanche,['Avalanche'],kassandra-dao,0.13,{'Avalanche': 0.13}
1398,1471,BetHash,HASH,EOS,['EOS'],bethash,0.13,{'EOS': 0.13}
1399,1312,Epsylon Finance,-,Fantom,['Fantom'],epsylon-finance,0.13,{'Fantom': 0.13}
1400,2918,DebtDAO,-,Ethereum,['Ethereum'],debtdao,0.13,"{'Ethereum': 0.13, 'Ethereum-borrowed': 0.04, 'borrowed': 0.04}"
1401,1029,SpicySwap,SPI,Tezos,['Tezos'],spicyswap,0.13,"{'Tezos-staking': 0.01, 'Tezos': 0.13, 'staking': 0.01}"
1402,1296,ZipSwap,ZIP,Multi-Chain,"['Optimism', 'Arbitrum']",zipswap,0.13,"{'Optimism': 0.13, 'Arbitrum': 0.0}"
1403,1349,Degen Haus,DOPE,Fantom,['Fantom'],degen-haus,0.13,"{'Fantom-staking': 0.0, 'staking': 0.0, 'Fantom': 0.13}"
1404,1293,Manhattan,MHF,Multi-Chain,"['Polygon', 'Moonbeam']",manhattan,0.13,"{'Polygon': 0.11, 'Moonbeam': 0.02}"
1405,2825,Nostra,-,Starknet,['Starknet'],nostra,0.13,"{'Starknet-borrowed': 0.02, 'Starknet': 0.13, 'borrowed': 0.02}"
1406,826,MinMax Finance,MAX,IoTeX,['IoTeX'],minmax-finance,0.12,{'IoTeX': 0.12}
1407,542,NewDex,DEX,EOS,['EOS'],newdex,0.12,{'EOS': 0.12}
1408,1570,Rikkei Finance,RIFI,Binance,['Binance'],rikkei-finance,0.12,"{'Binance': 0.12, 'Binance-borrowed': 0.13, 'borrowed': 0.13}"
1409,2247,Animal Farm V2,AFP,Binance,['Binance'],animal-farm-v2,0.12,"{'Binance': 0.12, 'Binance-staking': 11.75, 'pool2': 6.48, 'Binance-pool2': 6.48, 'staking': 11.75}"
1410,2004,MM Optimizer Polygon,MMO,Polygon,['Polygon'],mm-optimizer-polygon,0.12,"{'Polygon': 0.12, 'Polygon-staking': 0.08, 'staking': 0.08}"
1411,268,UniTrade,TRADE,Ethereum,['Ethereum'],unitrade,0.12,{'Ethereum': 0.12}
1412,2206,Argo,-,Aptos,['Aptos'],argo,0.12,{'Aptos': 0.12}
1413,2902,DAMX,DMX,Fantom,['Fantom'],damx,0.12,"{'Fantom-staking': 0.0, 'staking': 0.0, 'Fantom': 0.12}"
1414,429,BambooDeFi,BAMBOO,Multi-Chain,"['Binance', 'Ethereum', 'Polygon', 'Velas']",bamboodefi,0.12,"{'Binance': 0.06, 'Ethereum': 0.03, 'Polygon': 0.02, 'Velas': 0.01}"
1415,421,Paint Swap,BRUSH,Fantom,['Fantom'],paint-swap,0.12,"{'Fantom-staking': 1.24, 'staking': 1.24, 'Fantom': 0.12}"
1416,2646,RociFi V2,-,Multi-Chain,"['Polygon', 'zkSync Era']",rocifi-v2,0.12,"{'zkSync Era': 0.06, 'Polygon': 0.06, 'Polygon-borrowed': 0.02, 'zkSync Era-borrowed': 0.01, 'borrowed': 0.04}"
1417,1093,SuperFarm,SUPER,Ethereum,['Ethereum'],superfarm,0.12,"{'Ethereum': 0.12, 'pool2': 5.0, 'Ethereum-staking': 6.9, 'staking': 6.9, 'Ethereum-pool2': 5.0}"
1418,384,Firebird,HOPE,Polygon,['Polygon'],firebird,0.12,{'Polygon': 0.12}
1419,2439,CALC,-,Kujira,['Kujira'],calc,0.12,{'Kujira': 0.12}
1420,2098,Muffin,-,Ethereum,['Ethereum'],muffin,0.12,{'Ethereum': 0.12}
1421,2449,Commodo,-,Comdex,['Comdex'],commodo,0.12,"{'Comdex': 0.12, 'Comdex-borrowed': 0.03, 'borrowed': 0.03}"
1422,2750,NUON Finance,NUON,Arbitrum,['Arbitrum'],nuon-finance,0.12,{'Arbitrum': 0.12}
1423,1666,Nord Finance,NORD,Multi-Chain,"['Polygon', 'Ethereum', 'Avalanche']",nord-finance,0.12,"{'pool2': 0.0, 'Ethereum-pool2': 0.0, 'Ethereum': 0.06, 'Avalanche': 0.0, 'Avalanche-staking': 0.0, 'Ethereum-staking': 0.0, 'Polygon': 0.06, 'Polygon-staking': 0.02, 'staking': 0.02}"
1424,1871,HunnySwap,XOXO,Avalanche,['Avalanche'],hunnyswap,0.12,{'Avalanche': 0.12}
1425,1495,Zappy,ZAP,Telos,['Telos'],zappy,0.12,{'Telos': 0.12}
1426,903,MiniSwap,MINI,Ethereum,['Ethereum'],miniswap,0.11,{'Ethereum': 0.11}
1427,1802,Bomb Finance,BOMB,Fantom,['Fantom'],bomb-finance,0.11,{'Fantom': 0.11}
1428,2045,forlend,FLD,Findora,['Findora'],forlend,0.11,"{'Findora': 0.11, 'Findora-borrowed': 0.04, 'borrowed': 0.04}"
1429,342,CompliFi,COMFI,Multi-Chain,"['Polygon', 'Ethereum']",complifi,0.11,"{'Ethereum': 0.03, 'Polygon': 0.08}"
1430,2462,Cranium Exchange,SKULL,Fantom,['Fantom'],cranium-exchange,0.11,"{'Fantom-staking': 0.0, 'staking': 0.0, 'Fantom': 0.11}"
1431,1582,Aperture Finance,-,Multi-Chain,"['Terra', 'Avalanche']",aperture-finance,0.11,"{'Avalanche': 0.02, 'Terra': 0.09}"
1432,782,Polywhale Finance,KRILL,Polygon,['Polygon'],polywhale-finance,0.11,"{'Polygon': 0.11, 'pool2': 0.01, 'Polygon-pool2': 0.01, 'Polygon-staking': 0.0, 'staking': 0.0}"
1433,235,PEAKDEFI,PEAK,Multi-Chain,"['Ethereum', 'Binance']",peakdefi,0.11,"{'Ethereum': 0.11, 'Binance-staking': 0.43, 'Ethereum-staking': 1.44, 'staking': 1.86}"
1434,1357,ADAX Pro,ADAX,Cardano,['Cardano'],adax-pro,0.11,{'Cardano': 0.11}
1435,1136,Rose,ROSE,Aurora,['Aurora'],rose,0.11,"{'Aurora-staking': 0.02, 'Aurora': 0.11, 'borrowed': 0.01, 'Aurora-borrowed': 0.01, 'staking': 0.02}"
1436,646,UniFi,UNFI,Multi-Chain,"['IoTeX', 'Binance', 'Ethereum', 'Polygon', 'Avalanche', 'Harmony', 'Fantom', 'Tron', 'OntologyEVM', 'Bittorrent']",unifi,0.11,"{'OntologyEVM': 0.0, 'Harmony': 0.0, 'Bittorrent': 0.0, 'Binance': 0.04, 'IoTeX': 0.05, 'Ethereum': 0.01, 'Avalanche': 0.0, 'Ethereum-staking': 2.46, 'Polygon': 0.0, 'Tron': 0.0, 'Fantom': 0.0, 'staking': 2.46}"
1437,1269,Solarflare,FLARE,Moonbeam,['Moonbeam'],solarflare,0.11,{'Moonbeam': 0.11}
1438,2736,Teller,-,Multi-Chain,"['Polygon', 'Ethereum']",teller,0.11,"{'Ethereum': 0.02, 'Polygon': 0.09, 'Ethereum-borrowed': 0.07, 'Polygon-borrowed': 0.12, 'borrowed': 0.19}"
1439,820,Doki Doki Finance,DOKI,Multi-Chain,"['Ethereum', 'Polygon']",doki-doki-finance,0.11,"{'pool2': 0.01, 'Polygon-pool2': 0.0, 'Ethereum-pool2': 0.01, 'Ethereum': 0.11, 'Ethereum-staking': 0.02, 'Polygon': 0.0, 'Polygon-staking': 0.0, 'staking': 0.02}"
1440,1672,Tarina,TARINA,Avalanche,['Avalanche'],tarina,0.11,{'Avalanche': 0.11}
1441,376,Tomb,TOMB,Fantom,['Fantom'],tomb,0.11,"{'pool2': 0.89, 'Fantom-staking': 0.61, 'Fantom-pool2': 0.89, 'staking': 0.61, 'Fantom': 0.11}"
1442,2660,Spin Perps,-,Near,['Near'],spin-perps,0.11,{'Near': 0.11}
1443,1781,SteakHut,STEAK,Avalanche,['Avalanche'],steakhut,0.11,"{'Avalanche': 0.11, 'Avalanche-staking': 0.0, 'staking': 0.0}"
1444,1281,veDAO,WeVE,Fantom,['Fantom'],vedao,0.11,"{'pool2': 0.01, 'Fantom-staking': 0.0, 'Fantom-pool2': 0.01, 'staking': 0.0, 'Fantom': 0.11}"
1445,2203,Tetu Swap,TETU,Polygon,['Polygon'],tetu-swap,0.11,{'Polygon': 0.11}
1446,1006,Thorstarter,XRUNE,Ethereum,['Ethereum'],thorstarter,0.11,"{'Ethereum': 0.11, 'Ethereum-staking': 0.03, 'staking': 0.03}"
1447,471,Complus Network,COM,Multi-Chain,"['Avalanche', 'Binance', 'Heco', 'Polygon']",complus-network,0.11,"{'Binance': 0.02, 'Heco': 0.01, 'Avalanche': 0.08, 'Polygon': 0.0}"
1448,729,AnchorSwap,ANCHOR,Binance,['Binance'],anchorswap,0.11,"{'Binance': 0.11, 'Binance-staking': 0.15, 'staking': 0.15}"
1449,2614,Grappa Finance,-,Ethereum,['Ethereum'],grappa-finance,0.11,{'Ethereum': 0.11}
1450,1786,Credix,-,Solana,['Solana'],credix,0.11,"{'Solana-borrowed': 35.53, 'Solana': 0.11, 'borrowed': 35.53}"
1451,842,Matrix Farm,-,Multi-Chain,"['Fantom', 'Dogechain', 'Arbitrum', 'Optimism', 'Binance']",matrix-farm,0.1,"{'Binance': 0.0, 'Optimism': 0.0, 'Dogechain': 0.01, 'Arbitrum': 0.0, 'Fantom': 0.09}"
1452,395,Waka Finance,WAKA,Fantom,['Fantom'],waka-finance,0.1,{'Fantom': 0.1}
1453,1569,Swim Protocol,-,Solana,['Solana'],swim-protocol,0.1,{'Solana': 0.1}
1454,2488,DPEX,-,Polygon,['Polygon'],dpex,0.1,{'Polygon': 0.1}
1455,2608,Streamflow,-,Multi-Chain,"['Solana', 'Aptos', 'Polygon', 'Ethereum', 'Binance']",streamflow,0.1,"{'Aptos-vesting': 0.74, 'Aptos': 0.0, 'Polygon-vesting': 0.0, 'Ethereum-vesting': 0.0, 'Binance': 0.0, 'Solana-vesting': 159.59, 'Ethereum': 0.0, 'vesting': 160.32, 'Polygon': 0.0, 'Solana': 0.1, 'Binance-vesting': 0.0}"
1456,2260,PolyCub,POLYCUB,Polygon,['Polygon'],polycub,0.1,"{'Polygon': 0.1, 'pool2': 0.05, 'Polygon-pool2': 0.05, 'Polygon-staking': 0.08, 'staking': 0.08}"
1457,2543,RubyDex,-,Arbitrum,['Arbitrum'],rubydex,0.1,{'Arbitrum': 0.1}
1458,699,Polly Finance,POLLY,Polygon,['Polygon'],polly-finance,0.1,"{'Polygon': 0.1, 'pool2': 0.04, 'Polygon-pool2': 0.04}"
1459,269,YFII,YFII,Ethereum,['Ethereum'],yfii,0.1,{'Ethereum': 0.1}
1460,2268,Optyfi,-,Multi-Chain,"['Ethereum', 'Polygon']",optyfi,0.1,"{'Ethereum': 0.09, 'Polygon': 0.01}"
1461,2084,Hectagon,HECTA,Binance,['Binance'],hectagon,0.1,"{'Binance': 0.1, 'Binance-staking': 0.04, 'staking': 0.04}"
1462,2924,GoodEntry,-,Arbitrum,['Arbitrum'],goodentry,0.1,{'Arbitrum': 0.1}
1463,401,ApeRocket,SPACE,Binance,['Binance'],aperocket,0.1,{'Binance': 0.1}
1464,2357,Roe Finance,-,Multi-Chain,"['Ethereum', 'Polygon', 'Arbitrum']",roe-finance,0.1,"{'Arbitrum-borrowed': 0.0, 'Polygon-borrowed': 0.0, 'Ethereum': 0.1, 'Polygon': 0.0, 'Ethereum-borrowed': 0.0, 'Arbitrum': 0.0, 'borrowed': 0.0}"
1465,1183,Euler,EUL,Ethereum,['Ethereum'],euler,0.1,"{'Ethereum': 0.1, 'Ethereum-borrowed': 0.0, 'borrowed': 0.0}"
1466,2166,LFGSwap EthereumPoW,LFG,EthereumPoW,['EthereumPoW'],lfgswap-ethereumpow,0.1,{'EthereumPoW': 0.1}
1467,562,Crystl Finance,CRYSTL,Multi-Chain,"['Cronos', 'Polygon', 'Binance']",crystl-finance,0.1,"{'Binance': 0.01, 'Cronos': 0.06, 'Polygon': 0.03}"
1468,1203,StoneDefi,STN,Multi-Chain,"['Ethereum', 'Binance', 'Polygon', 'Avalanche']",stonedefi,0.1,"{'pool2': 0.01, 'Polygon-pool2': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.01, 'Binance': 0.04, 'Ethereum': 0.04, 'Binance-staking': 0.0, 'Avalanche': 0.01, 'Ethereum-staking': 0.0, 'Polygon': 0.02, 'Polygon-staking': 0.0, 'staking': 0.0}"
1469,313,ViperSwap,VIPER,Harmony,['Harmony'],viperswap,0.1,"{'Harmony-staking': 0.0, 'Harmony': 0.1, 'staking': 0.0}"
1470,287,0.exchange,ZERO,Multi-Chain,"['Avalanche', 'Binance', 'Polygon']",0.exchange,0.1,"{'Binance': 0.02, 'Avalanche': 0.07, 'Polygon': 0.0}"
1471,1530,Excalibur,EXC,Fantom,['Fantom'],excalibur,0.09,{'Fantom': 0.09}
1472,924,ButterSwap,BUTTER,Multi-Chain,"['Binance', 'Heco']",butterswap,0.09,"{'Binance': 0.08, 'Binance-staking': 0.0, 'Heco': 0.01, 'Heco-staking': 0.0, 'staking': 0.0}"
1473,860,CougarSwap,CGS,Multi-Chain,"['Cronos', 'Moonbeam', 'Binance', 'Avalanche', 'Fantom', 'Polygon', 'Harmony', 'Arbitrum']",cougarswap,0.09,"{'Harmony-pool2': 0.0, 'Harmony-staking': 0.0, 'Fantom-staking': 0.0, 'Polygon-pool2': 0.0, 'Cronos-staking': 0.01, 'Harmony': 0.0, 'Binance-pool2': 0.0, 'Binance': 0.01, 'Binance-staking': 0.0, 'Moonbeam-staking': 0.0, 'Avalanche': 0.01, 'Arbitrum': 0.0, 'Avalanche-pool2': 0.0, 'Fantom': 0.0, 'staking': 0.01, 'Cronos': 0.05, 'pool2': 0.02, 'Arbitrum-staking': 0.0, 'Moonbeam': 0.03, 'Avalanche-staking': 0.0, 'Polygon': 0.0, 'Cronos-pool2': 0.02, 'Polygon-staking': 0.0, 'Fantom-pool2': 0.0, 'Moonbeam-pool2': 0.0, 'Arbitrum-pool2': 0.0}"
1474,224,Domani Protocol,DEXTF,Multi-Chain,"['Ethereum', 'Avalanche', 'zkSync Era']",domani-protocol,0.09,"{'Ethereum': 0.09, 'zkSync Era': 0.0, 'Avalanche': 0.0}"
1475,1792,Foodcourt,COUPON,Multi-Chain,"['Binance', 'REIchain']",foodcourt,0.09,"{'Binance': 0.06, 'REIchain': 0.03}"
1476,1603,Picnic,-,Polygon,['Polygon'],picnic,0.09,{'Polygon': 0.09}
1477,3015,Interest Protocol-SUI,IPX,Sui,['Sui'],interest-protocol-sui,0.09,{'Sui': 0.09}
1478,473,Baguette,BAG,Avalanche,['Avalanche'],baguette,0.09,{'Avalanche': 0.09}
1479,501,Robo-Vault,-,Multi-Chain,"['Fantom', 'Avalanche']",robo-vault,0.09,"{'Avalanche': 0.01, 'Fantom': 0.09}"
1480,969,DeHive,DHV,Multi-Chain,"['Ethereum', 'Binance', 'xDai', 'Polygon']",dehive,0.09,"{'pool2': 0.01, 'Polygon-pool2': 0.0, 'xDai-pool2': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 0.0, 'Binance': 0.03, 'Ethereum': 0.05, 'xDai': 0.01, 'Binance-staking': 0.01, 'Ethereum-staking': 0.01, 'Polygon': 0.0, 'Polygon-staking': 0.01, 'xDai-staking': 0.0, 'staking': 0.04}"
1481,958,Ester Finance,EST,Fantom,['Fantom'],ester-finance,0.09,"{'pool2': 0.0, 'Fantom-staking': 0.0, 'Fantom-pool2': 0.0, 'staking': 0.0, 'Fantom': 0.09}"
1482,835,Suterusu,SUTER,Multi-Chain,"['Binance', 'Ethereum']",suterusu,0.09,"{'Binance': 0.09, 'Ethereum': 0.0}"
1483,2963,MemeDex,MEME,Conflux,['Conflux'],memedex,0.09,{'Conflux': 0.09}
1484,1813,Spin Spot,-,Near,['Near'],spin-spot,0.09,{'Near': 0.09}
1485,1117,Crow Finance,CROW,Cronos,['Cronos'],crow-finance,0.09,{'Cronos': 0.09}
1486,2128,Capricorn Finance,CORN,Cube,['Cube'],capricorn-finance,0.09,{'Cube': 0.09}
1487,925,Oddz,ODDZ,Multi-Chain,"['Avalanche', 'Binance']",oddz,0.09,"{'pool2': 0.06, 'Binance-pool2': 0.03, 'Binance': 0.0, 'Binance-staking': 0.01, 'Avalanche': 0.09, 'Avalanche-staking': 0.0, 'Avalanche-pool2': 0.03, 'staking': 0.02}"
1488,521,Pizza,PIZZA,EOS,['EOS'],pizza,0.09,{'EOS': 0.09}
1489,1675,CENNZnet Bridge,-,Ethereum,['Ethereum'],cennznet-bridge,0.09,{'Ethereum': 0.09}
1490,1903,Vovo Finance,-,Arbitrum,['Arbitrum'],vovo-finance,0.09,{'Arbitrum': 0.09}
1491,1537,Solrise Finance,SLRS,Solana,['Solana'],solrise-finance,0.09,"{'Solana-staking': 0.16, 'Solana': 0.09, 'staking': 0.16}"
1492,1086,Zencha Finance,ZENC,Boba,['Boba'],zencha-finance,0.09,{'Boba': 0.09}
1493,2997,zkDX,ZKDLP,zkSync Era,['zkSync Era'],zkdx,0.08,{'zkSync Era': 0.08}
1494,2606,Lockless Protocol,-ESS,Multi-Chain,"['Kava', 'Echelon']",lockless-protocol,0.08,"{'Echelon': 0.0, 'Kava': 0.08}"
1495,1555,Darkness,NESS,Cronos,['Cronos'],darkness,0.08,"{'Cronos': 0.08, 'pool2': 0.07, 'Cronos-pool2': 0.07, 'Cronos-staking': 0.0, 'staking': 0.0}"
1496,1574,Viva,VIVA,Vite,['Vite'],viva,0.08,{'Vite': 0.08}
1497,1549,Babena,BABE,Kadena,['Kadena'],babena,0.08,"{'Kadena-staking': 0.14, 'Kadena': 0.08, 'staking': 0.14}"
1498,289,YetiSwap,YTS,Avalanche,['Avalanche'],yetiswap,0.08,{'Avalanche': 0.08}
1499,1968,Magik Farm,MAGIK,Multi-Chain,"['Avalanche', 'Binance', 'Fantom', 'Cronos', 'Aurora']",magik-farm,0.08,"{'Cronos': 0.0, 'pool2': 0.01, 'Fantom-staking': 0.0, 'Binance': 0.03, 'Aurora': 0.0, 'Avalanche': 0.04, 'Fantom-pool2': 0.01, 'Fantom': 0.0, 'staking': 0.0}"
1500,2362,Hedgehog,HEDGEHOG,Ethereum,['Ethereum'],hedgehog,0.08,{'Ethereum': 0.08}
1501,875,TempleDAO,TEMPLE,Ethereum,['Ethereum'],templedao,0.08,"{'Ethereum': 0.08, 'pool2': 4.15, 'Ethereum-staking': 0.0, 'staking': 0.0, 'Ethereum-pool2': 4.15}"
1502,2966,Starmaker,STAR,zkSync Era,['zkSync Era'],starmaker,0.08,{'zkSync Era': 0.08}
1503,514,Orion Money,ORION,Ethereum,['Ethereum'],orion-money,0.08,{'Ethereum': 0.08}
