,id,name,symbol,chain,chains,slug,tvl,chainTvls
0,2269,Binance CEX,-,Multi-Chain,"['Bitcoin', 'Ethereum', 'Tron', 'Binance', 'Ripple', 'Solana', 'Arbitrum', 'Avalanche', 'Litecoin', 'Polkadot', 'Polygon', 'Optimism']",binance-cex,63883.06,"{'Optimism': 252.48, 'Litecoin': 534.06, 'Binance': 9826.23, 'Ethereum': 16086.74, 'Avalanche': 678.08, 'Polygon': 329.2, 'Solana': 1227.23, 'Tron': 16056.9, 'Arbitrum': 716.38, 'Ripple': 1336.81, 'Polkadot': 453.99, 'Bitcoin': 16384.97}"
1,182,Lido,LDO,Multi-Chain,"['Ethereum', 'Solana', 'Moonbeam', 'Moonriver', 'Terra']",lido,13100.48,"{'Ethereum': 13036.62, 'Moonriver': 0.99, 'Solana': 57.07, 'Terra': 0.07, 'Moonbeam': 5.73}"
2,2272,OKX,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Tron', 'Optimism', 'Arbitrum', 'Polygon', 'Avalanche']",okx,9891.52,"{'Optimism': 87.05, 'Ethereum': 6122.43, 'Avalanche': 32.47, 'Polygon': 56.51, 'Tron': 299.28, 'Arbitrum': 75.62, 'Bitcoin': 3218.16}"
3,2275,Bitfinex,-,Multi-Chain,"['Bitcoin', 'Ethereum', 'Tron', 'Avalanche', 'Polygon', 'Solana', 'Polkadot', 'Litecoin', 'EOS', 'Algorand', 'Zilliqa', 'Fantom', 'Cosmos', 'Cardano', 'Tezos', 'Near', 'Aptos', 'Elrond', 'EthereumClassic']",bitfinex,9010.67,"{'Cosmos': 3.5, 'Ethereum': 3451.02, 'Cardano': 2.34, 'Avalanche': 36.91, 'EthereumClassic': 0.0, 'Tron': 173.53, 'Fantom': 4.46, 'Litecoin': 8.45, 'Zilliqa': 5.53, 'Aptos': 1.67, 'Near': 1.75, 'EOS': 6.72, 'Tezos': 2.18, 'Algorand': 5.57, 'Polygon': 15.48, 'Solana': 15.36, 'Elrond': 0.54, 'Polkadot': 10.59, 'Bitcoin': 5265.07}"
4,118,MakerDAO,MKR,Ethereum,['Ethereum'],makerdao,6807.54,{'Ethereum': 6807.54}
5,240,Polygon Bridge & Staking,MATIC,Polygon,['Polygon'],polygon-bridge-&-staking,6711.58,{'Polygon': 6711.58}
6,2,WBTC,-,Ethereum,['Ethereum'],wbtc,4241.43,{'Ethereum': 4241.43}
7,3,Curve DEX,CRV,Multi-Chain,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Fantom', 'Celo', 'xDai', 'Avalanche', 'Kava', 'Moonbeam', 'Aurora', 'Harmony']",curve-dex,4202.1,"{'Optimism': 43.82, 'Kava': 12.98, 'Harmony': 0.0, 'Moonbeam': 0.56, 'Ethereum': 3887.48, 'Aurora': 0.02, 'xDai': 16.69, 'Avalanche': 16.55, 'Ethereum-staking': 541.17, 'Polygon': 83.31, 'Celo': 22.8, 'Arbitrum': 94.42, 'Fantom': 23.45, 'staking': 541.17}"
8,111,AAVE V2,AAVE,Multi-Chain,"['Ethereum', 'Polygon', 'Avalanche']",aave-v2,3824.32,"{'pool2': 106.66, 'Polygon-borrowed': 56.95, 'Ethereum-pool2': 106.66, 'Ethereum': 3612.43, 'Avalanche': 41.48, 'Ethereum-staking': 211.22, 'Polygon': 170.41, 'Ethereum-borrowed': 1728.22, 'borrowed': 1801.43, 'staking': 211.22, 'Avalanche-borrowed': 16.26}"
9,494,JustLend,JST,Tron,['Tron'],justlend,3676.95,"{'Tron-borrowed': 87.12, 'Tron': 3676.95, 'borrowed': 87.12}"
10,2270,Crypto-com,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Polygon', 'Fantom', 'Binance', 'Optimism', 'Avalanche', 'Arbitrum']",crypto-com,3417.46,"{'Optimism': 0.7, 'Binance': 1.66, 'Ethereum': 2215.56, 'Avalanche': 0.0, 'Polygon': 34.23, 'Arbitrum': 0.0, 'Fantom': 10.66, 'Bitcoin': 1154.65}"
11,319,Convex Finance,CVX,Multi-Chain,"['Ethereum', 'Arbitrum', 'Polygon']",convex-finance,3272.94,"{'Ethereum': 3161.83, 'Polygon': 54.41, 'Ethereum-staking': 244.46, 'Arbitrum': 56.7, 'staking': 244.46}"
12,694,JustCryptos,JST,Tron,['Tron'],justcryptos,3217.32,{'Tron': 3217.32}
13,2276,Huobi,-,Multi-Chain,"['Tron', 'Ethereum', 'Bitcoin', 'Polygon', 'Avalanche', 'Solana', 'EOS', 'Algorand', 'Litecoin']",huobi,2995.9,"{'Litecoin': 0.0, 'EOS': 7.25, 'Ethereum': 997.04, 'Algorand': 1.87, 'Avalanche': 13.14, 'Polygon': 20.05, 'Solana': 10.15, 'Tron': 1102.33, 'Bitcoin': 844.07}"
14,2198,Uniswap V3,UNI,Multi-Chain,"['Ethereum', 'Arbitrum', 'Polygon', 'Optimism', 'Binance', 'Celo']",uniswap-v3,2936.8,"{'Optimism': 79.79, 'Binance': 16.75, 'Ethereum': 2426.95, 'Polygon': 94.78, 'Celo': 9.08, 'Arbitrum': 309.45}"
15,2286,Bybit,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Tron', 'Arbitrum', 'Binance', 'Ripple', 'Optimism', 'Polygon', 'Avalanche']",bybit,2894.18,"{'Optimism': 27.56, 'Binance': 60.9, 'Ethereum': 1590.25, 'Avalanche': 14.6, 'Polygon': 17.9, 'Tron': 276.1, 'Arbitrum': 61.34, 'Ripple': 42.63, 'Bitcoin': 802.9}"
16,2274,Kucoin,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Tron', 'Algorand', 'EOS', 'Optimism', 'Kucoin', 'Arbitrum']",kucoin,2629.07,"{'Optimism': 3.85, 'Kucoin': 2.15, 'EOS': 26.32, 'Ethereum': 1710.32, 'Algorand': 109.77, 'Tron': 350.74, 'Arbitrum': 1.79, 'Bitcoin': 424.13}"
17,2222,Coinbase Wrapped Staked ETH,-,Ethereum,['Ethereum'],coinbase-wrapped-staked-eth,2194.91,{'Ethereum': 2194.91}
18,120,Instadapp,INST,Ethereum,['Ethereum'],instadapp,2165.54,{'Ethereum': 2165.54}
19,2314,Gate-io,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Binance', 'Tron', 'Arbitrum', 'Ripple', 'Optimism', 'Polygon', 'Cardano', 'Solana', 'Avalanche', 'Fantom']",gate-io,1844.91,"{'Optimism': 17.21, 'Binance': 145.53, 'Ethereum': 1122.29, 'Cardano': 16.35, 'Avalanche': 4.04, 'Polygon': 16.85, 'Solana': 6.12, 'Tron': 63.11, 'Arbitrum': 48.68, 'Ripple': 39.15, 'Fantom': 0.23, 'Bitcoin': 365.35}"
20,2273,Deribit,-,Multi-Chain,"['Bitcoin', 'Ethereum', 'Solana', 'EthereumPoW']",deribit,1807.62,"{'Ethereum': 745.94, 'EthereumPoW': 0.01, 'Solana': 1.17, 'Bitcoin': 1060.5}"
21,900,Rocket Pool,RPL,Ethereum,['Ethereum'],rocket-pool,1766.86,{'Ethereum': 1766.86}
22,194,PancakeSwap AMM,CAKE,Multi-Chain,"['Binance', 'Aptos', 'Ethereum']",pancakeswap-amm,1576.73,"{'Aptos': 17.62, 'Binance': 1555.17, 'Ethereum': 3.94, 'Binance-staking': 393.76, 'Ethereum-staking': 0.21, 'staking': 393.97}"
23,2352,Bitget,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Tron', 'Binance', 'Ripple', 'Polygon', 'Avalanche', 'Optimism', 'Solana', 'Fantom', 'Cronos', 'Arbitrum']",bitget,1557.22,"{'Optimism': 6.6, 'Cronos': 0.22, 'Binance': 57.92, 'Ethereum': 978.27, 'Avalanche': 8.13, 'Polygon': 30.98, 'Solana': 6.39, 'Tron': 211.88, 'Arbitrum': 0.0, 'Ripple': 32.07, 'Fantom': 0.42, 'Bitcoin': 224.33}"
24,591,Multichain,MULTI,Multi-Chain,"['Ethereum', 'Binance', 'Fantom', 'Fusion', 'Arbitrum', 'Optimism', 'Avalanche', 'Polygon', 'Kava', 'Moonriver', 'Cronos', 'Kucoin', 'Moonbeam', 'Metis', 'xDai', 'Harmony', 'Heco', 'Dogechain', 'Celo', 'Telos', 'Velas', 'Aurora', 'Milkomeda', 'Kardia', 'DFK', 'Bitgert', 'Syscoin', 'IoTeX', 'Oasis', 'ThunderCore', 'OKExChain', 'Shiden', 'Fuse', 'CLV', 'Evmos', 'EthereumPoW', 'Bittorrent', 'EthereumClassic', 'Polygon zkEVM', 'Klaytn', 'Cube', 'Astar', 'Milkomeda A1', 'TomoChain', 'Hoo', 'Arbitrum Nova', 'smartBCH', 'RSK', 'OntologyEVM', 'Conflux', 'GodwokenV1', 'Boba', 'REI', 'Ronin']",multichain,1532.51,"{'Optimism': 44.85, 'DFK': 0.05, 'Cube': 0.0, 'Harmony': 0.37, 'ThunderCore': 0.01, 'CLV': 0.0, 'Binance': 404.37, 'Dogechain': 0.24, 'Astar': 0.0, 'Oasis': 0.01, 'Heco': 0.25, 'Shiden': 0.01, 'Avalanche': 20.18, 'Telos': 0.17, 'Arbitrum': 56.51, 'Milkomeda A1': 0.0, 'TomoChain': 0.0, 'Evmos': 0.0, 'Hoo': 0.0, 'Arbitrum Nova': 0.0, 'Milkomeda': 0.08, 'smartBCH': 0.0, 'RSK': 0.0, 'Moonbeam': 0.93, 'Aurora': 0.12, 'EthereumPoW': 0.0, 'Polygon': 12.32, 'OntologyEVM': 0.0, 'Metis': 0.65, 'Kava': 3.33, 'Moonriver': 1.98, 'Klaytn': 0.0, 'Velas': 0.17, 'Bitgert': 0.02, 'IoTeX': 0.02, 'Ethereum': 774.86, 'xDai': 0.44, 'EthereumClassic': 0.0, 'Conflux': 0.0, 'GodwokenV1': 0.0, 'Celo': 0.19, 'Fuse': 0.01, 'Fusion': 67.18, 'Fantom': 98.34, 'Polygon zkEVM': 0.0, 'Cronos': 1.54, 'OKExChain': 0.01, 'Kardia': 0.05, 'Kucoin': 1.19, 'Bittorrent': 0.0, 'Boba': 0.0, 'Syscoin': 0.02, 'REI': 0.0, 'Ronin': 0.0}"
25,1599,AAVE V3,AAVE,Multi-Chain,"['Ethereum', 'Avalanche', 'Polygon', 'Arbitrum', 'Optimism', 'Fantom', 'Metis', 'Harmony']",aave-v3,1511.29,"{'Optimism': 74.75, 'Metis': 0.37, 'Arbitrum-borrowed': 94.31, 'Polygon-borrowed': 96.98, 'Metis-borrowed': 0.11, 'Harmony': 0.0, 'Harmony-borrowed': 0.92, 'Fantom-borrowed': 0.12, 'Ethereum': 906.39, 'Optimism-borrowed': 39.92, 'Avalanche': 200.14, 'Polygon': 191.02, 'Ethereum-borrowed': 559.46, 'Arbitrum': 138.22, 'borrowed': 878.98, 'Fantom': 0.39, 'Avalanche-borrowed': 87.15}"
26,691,JustStables,USDJ,Tron,['Tron'],juststables,1310.82,{'Tron': 1310.82}
27,114,Compound,COMP,Ethereum,['Ethereum'],compound,1297.28,"{'Ethereum': 1297.28, 'Ethereum-borrowed': 526.14, 'borrowed': 526.14}"
28,2197,Uniswap V2,UNI,Ethereum,['Ethereum'],uniswap-v2,1170.11,{'Ethereum': 1170.11}
29,2611,Balancer V2,BAL,Multi-Chain,"['Ethereum', 'Arbitrum', 'Polygon', 'xDai']",balancer-v2,925.05,"{'Ethereum': 779.11, 'xDai': 6.15, 'Polygon': 61.56, 'Arbitrum': 78.23}"
30,2293,Bitmex,-,Multi-Chain,"['Bitcoin', 'Ethereum']",bitmex,808.47,"{'Ethereum': 174.62, 'Bitcoin': 633.85}"
31,212,Venus,XVS,Binance,['Binance'],venus,787.8,"{'Binance': 787.8, 'Binance-borrowed': 439.54, 'borrowed': 439.54}"
32,270,Liquity,LQTY,Ethereum,['Ethereum'],liquity,736.29,{'Ethereum': 736.29}
33,337,GMX,GMX,Multi-Chain,"['Arbitrum', 'Avalanche']",gmx,615.48,"{'Avalanche': 81.26, 'Avalanche-staking': 16.7, 'Arbitrum-staking': 348.78, 'Arbitrum': 534.22, 'staking': 365.47}"
34,2088,Compound V3,COMP,Multi-Chain,"['Ethereum', 'Polygon', 'Arbitrum']",compound-v3,577.49,"{'Arbitrum-borrowed': 0.68, 'Polygon-borrowed': 6.15, 'Ethereum': 547.76, 'Polygon': 19.33, 'Ethereum-borrowed': 232.77, 'Arbitrum': 10.4, 'borrowed': 239.6}"
35,2295,SwissBorg,-,Multi-Chain,"['Ethereum', 'Bitcoin', 'Ripple', 'Binance', 'Polkadot', 'Solana', 'Cardano', 'Hedera', 'Near']",swissborg,556.02,"{'Near': 1.18, 'Binance': 5.29, 'Ethereum': 374.0, 'Hedera': 1.4, 'Cardano': 1.77, 'Solana': 2.51, 'Ripple': 23.04, 'Polkadot': 2.89, 'Bitcoin': 143.93}"
36,1918,Aura,AURA,Ethereum,['Ethereum'],aura,531.8,"{'Ethereum': 531.8, 'Ethereum-staking': 33.3, 'staking': 33.3}"
37,113,Yearn Finance,YFI,Multi-Chain,"['Ethereum', 'Fantom', 'Optimism', 'Arbitrum']",yearn-finance,449.92,"{'Optimism': 9.47, 'Ethereum': 428.08, 'Arbitrum': 0.12, 'Fantom': 12.25}"
38,2221,Frax Ether,-,Ethereum,['Ethereum'],frax-ether,432.17,{'Ethereum': 432.17}
39,1571,Stargate,STG,Multi-Chain,"['Arbitrum', 'Ethereum', 'Binance', 'Avalanche', 'Polygon', 'Optimism', 'Metis', 'Fantom', 'Goerli']",stargate,421.92,"{'Optimism': 34.84, 'Metis': 8.49, 'Goerli': 0.05, 'Binance': 63.27, 'Ethereum': 102.62, 'Avalanche': 41.89, 'Polygon': 40.18, 'Arbitrum': 127.68, 'Fantom': 2.91}"
40,115,Synthetix,SNX,Multi-Chain,"['Ethereum', 'Optimism']",synthetix,411.69,"{'Optimism': 145.46, 'Ethereum': 266.23}"
41,119,SushiSwap,SUSHI,Multi-Chain,"['Ethereum', 'Arbitrum', 'Polygon', 'xDai', 'Arbitrum Nova', 'Fantom', 'Boba', 'Binance', 'Celo', 'Avalanche', 'Harmony', 'Moonriver', 'Boba_Bnb', 'Fuse', 'Boba_Avax', 'OKExChain', 'Heco', 'Telos', 'Palm']",sushiswap,389.39,"{'Moonriver': 0.49, 'Harmony': 0.55, 'Binance': 1.02, 'Ethereum': 284.19, 'xDai': 3.45, 'Heco': 0.0, 'Avalanche': 0.81, 'Ethereum-staking': 25.2, 'Telos': 0.0, 'Celo': 0.96, 'Arbitrum': 68.28, 'Fuse': 0.04, 'Fantom': 2.0, 'staking': 25.2, 'OKExChain': 0.02, 'Arbitrum Nova': 3.1, 'Boba_Bnb': 0.13, 'Palm': 0.0, 'Boba_Avax': 0.03, 'Boba': 1.48, 'Polygon': 22.84}"
42,690,SUNSwap V1,SUN,Tron,['Tron'],sunswap-v1,387.36,{'Tron': 387.36}
43,2301,Korbit,-,Multi-Chain,"['Bitcoin', 'Ethereum', 'Ripple']",korbit,382.97,"{'Ethereum': 146.23, 'Ripple': 71.33, 'Bitcoin': 165.41}"
44,1541,Portal,-,Multi-Chain,"['Ethereum', 'Solana', 'Binance', 'Terra', 'Near', 'Polygon', 'Avalanche', 'Fantom', 'Acala', 'Celo', 'Oasis', 'Aptos', 'Klaytn', 'Aurora', 'Moonbeam', 'Terra2', 'Karura', 'Algorand']",portal,368.28,"{'Karura': 0.0, 'Klaytn': 0.05, 'Binance': 14.37, 'Ethereum': 308.25, 'Oasis': 0.16, 'Avalanche': 2.61, 'Celo': 0.17, 'Fantom': 1.65, 'Aptos': 0.07, 'Terra': 10.93, 'Near': 6.88, 'Acala': 0.63, 'Moonbeam': 0.0, 'Aurora': 0.01, 'Algorand': 0.0, 'Polygon': 6.86, 'Solana': 15.65, 'Terra2': 0.0}"
45,144,dYdX,DYDX,Ethereum,['Ethereum'],dydx,355.75,{'Ethereum': 355.75}
46,2373,Binance US,-,Ethereum,['Ethereum'],binance-us,348.14,{'Ethereum': 348.14}
47,2769,PancakeSwap AMM V3,CAKE,Multi-Chain,"['Binance', 'Ethereum']",pancakeswap-amm-v3,335.42,"{'Binance': 290.08, 'Ethereum': 45.34}"
48,2168,Morpho Aave,MORPHO,Ethereum,['Ethereum'],morpho-aave,320.8,"{'Ethereum': 320.8, 'Ethereum-borrowed': 398.64, 'borrowed': 398.64}"
49,326,Beefy,BIFI,Multi-Chain,"['Polygon', 'Optimism', 'Arbitrum', 'Binance', 'Ethereum', 'Fantom', 'Avalanche', 'Canto', 'Kava', 'Cronos', 'Metis', 'Moonriver', 'Fuse', 'Moonbeam', 'Oasis', 'Aurora', 'Celo', 'Harmony', 'Heco']",beefy,294.1,"{'Optimism': 61.37, 'Metis': 2.39, 'Kava': 6.04, 'Kava-staking': 0.62, 'Optimism-staking': 7.15, 'Celo-staking': 0.01, 'Moonriver': 0.58, 'Oasis-staking': 0.0, 'Harmony-staking': 0.0, 'Fuse-staking': 0.04, 'Fantom-staking': 2.59, 'Cronos-staking': 0.47, 'Harmony': 0.01, 'zkSync-staking': 0.08, 'Moonriver-staking': 0.11, 'Binance': 32.28, 'Ethereum': 29.15, 'Oasis': 0.2, 'Heco': 0.01, 'Binance-staking': 4.4, 'Moonbeam-staking': 0.06, 'Avalanche': 13.96, 'Ethereum-staking': 1.6, 'Canto-staking': 2.49, 'Celo': 0.13, 'Arbitrum': 43.94, 'Fuse': 0.48, 'Fantom': 27.85, 'staking': 26.84, 'Aurora-staking': 0.01, 'zkSync': 1.17, 'Cronos': 3.97, 'Arbitrum-staking': 2.08, 'Heco-staking': 0.0, 'Moonbeam': 0.4, 'Aurora': 0.14, 'Avalanche-staking': 1.96, 'Polygon': 63.17, 'Metis-staking': 0.12, 'Polygon-staking': 3.05, 'Canto': 6.87}"
50,2435,Nexo,-,Multi-Chain,"['Ethereum', 'Polygon', 'Binance', 'Avalanche', 'Fantom', 'Arbitrum', 'Optimism']",nexo,293.87,"{'Optimism': 0.0, 'Binance': 4.28, 'Ethereum': 280.03, 'Avalanche': 0.12, 'Polygon': 9.35, 'Arbitrum': 0.0, 'Fantom': 0.1}"
51,1796,Poly Network,-,Multi-Chain,"['Ethereum', 'Binance', 'NEO', 'Heco', 'Ontology', 'Polygon', 'Arbitrum', 'Optimism', 'Neo3', 'Avalanche', 'Metis', 'Boba', 'xDai', 'Fantom', 'Celo', 'Kava', 'Astar', 'OKExChain', 'Starcoin', 'Dexit', 'Harmony', 'Carbon', 'CLV', 'Bitgert', 'Oasis', 'Pallete', 'Conflux', 'Zilliqa', 'Hoo', 'Aptos', 'Kucoin', 'Bytomsidechain']",poly-network,292.42,"{'Optimism': 0.4, 'Metis': 0.11, 'Kava': 0.01, 'Dexit': 0.0, 'Ontology': 3.17, 'Harmony': 0.0, 'Carbon': 0.0, 'CLV': 0.0, 'Bitgert': 0.0, 'Binance': 42.79, 'Ethereum': 192.36, 'xDai': 0.03, 'Astar': 0.01, 'Oasis': 0.0, 'Heco': 9.79, 'Avalanche': 0.33, 'Pallete': 0.0, 'Conflux': 0.0, 'Celo': 0.02, 'Arbitrum': 0.86, 'Starcoin': 0.0, 'Neo3': 0.39, 'Fantom': 0.02, 'OKExChain': 0.0, 'Zilliqa': 0.0, 'Hoo': 0.0, 'Aptos': 0.0, 'Kucoin': 0.0, 'Boba': 0.05, 'Bytomsidechain': 0.0, 'NEO': 40.93, 'Polygon': 1.09}"
52,148,Tornado Cash,TORN,Multi-Chain,"['Ethereum', 'Binance', 'Arbitrum', 'Polygon', 'Avalanche', 'xDai', 'Optimism']",tornado-cash,290.08,"{'Optimism': 0.03, 'Binance': 30.88, 'Ethereum': 258.12, 'xDai': 0.05, 'Avalanche': 0.08, 'Polygon': 0.35, 'Arbitrum': 0.57}"
53,2995,PulseX,PLSX,Pulse,['Pulse'],pulsex,285.19,{'Pulse': 285.19}
54,122,Nexus Mutual,NXM,Ethereum,['Ethereum'],nexus-mutual,271.71,{'Ethereum': 271.71}
55,1793,Bwatch,BOX,Mixin,['Mixin'],bwatch,270.73,{'Mixin': 270.73}
56,2706,Radiant V2,RDNT,Multi-Chain,"['Arbitrum', 'Binance']",radiant-v2,256.51,"{'Arbitrum-borrowed': 223.92, 'pool2': 57.29, 'Binance-borrowed': 147.28, 'Binance-pool2': 18.31, 'Binance': 92.54, 'Arbitrum': 163.97, 'borrowed': 371.19, 'Arbitrum-pool2': 38.98}"
57,132,hBTC,-,Ethereum,['Ethereum'],hbtc,252.65,{'Ethereum': 252.65}
58,347,Abracadabra,SPELL,Multi-Chain,"['Ethereum', 'Arbitrum', 'Avalanche', 'Fantom']",abracadabra,242.89,"{'Ethereum': 212.29, 'Avalanche': 1.12, 'Arbitrum': 28.92, 'Fantom': 0.55}"
59,1765,UniCrypt,UNCX,Multi-Chain,"['Ethereum', 'Binance', 'Polygon', 'Avalanche', 'xDai']",unicrypt,239.99,"{'pool2': 1.2, 'xDai-pool2': 0.0, 'Binance-pool2': 0.0, 'Ethereum-pool2': 1.2, 'Binance': 86.25, 'Ethereum': 150.27, 'xDai': 0.0, 'Avalanche': 0.02, 'Ethereum-staking': 3.92, 'Polygon': 3.45, 'staking': 3.92}"
60,1799,Velodrome,VELO,Optimism,['Optimism'],velodrome,230.06,{'Optimism': 230.06}
61,1807,PinkSale,PINKSALE,Multi-Chain,"['Binance', 'Ethereum', 'Polygon', 'Avalanche', 'Cronos', 'Fantom']",pinksale,219.87,"{'Cronos': 0.03, 'Binance': 192.23, 'Ethereum': 27.07, 'Avalanche': 0.19, 'Polygon': 0.33, 'Fantom': 0.02}"
62,502,Coinwind,COW,Multi-Chain,"['Binance', 'Ethereum', 'Heco']",coinwind,211.99,"{'pool2': 0.04, 'Heco-staking': 0.06, 'Binance-pool2': 0.03, 'Binance': 173.83, 'Ethereum': 23.65, 'Binance-staking': 0.05, 'Heco': 14.5, 'Heco-pool2': 0.01, 'staking': 0.12}"
63,641,Arrakis V1,-,Multi-Chain,"['Ethereum', 'Optimism', 'Polygon']",arrakis-v1,210.28,"{'Optimism': 28.66, 'Ethereum': 177.72, 'Polygon': 3.9}"
64,295,Stacks Staking,STX,Stacks,['Stacks'],stacks-staking,208.36,{'Stacks': 208.36}
65,657,Synapse,SYN,Multi-Chain,"['Arbitrum', 'Ethereum', 'Polygon', 'Avalanche', 'Optimism', 'Binance', 'Metis', 'Canto', 'Fantom', 'Harmony', 'Aurora', 'Klaytn', 'Boba', 'Cronos', 'Moonriver', 'Terra', 'Moonbeam']",synapse,189.14,"{'Optimism': 10.86, 'Metis': 4.17, 'Moonriver': 0.01, 'Klaytn': 0.04, 'Harmony': 0.72, 'Binance': 5.51, 'Ethereum': 63.21, 'Avalanche': 11.71, 'Arbitrum': 73.16, 'Fantom': 2.13, 'Cronos': 0.01, 'pool2': 5.53, 'Terra': 0.0, 'Ethereum-pool2': 5.53, 'Moonbeam': 0.0, 'Boba': 0.04, 'Aurora': 0.05, 'Polygon': 14.54, 'Canto': 2.97}"
66,2678,Alpaca Lending,ALPACA,Multi-Chain,"['Binance', 'Fantom']",alpaca-lending,185.13,"{'Binance': 184.04, 'Fantom-borrowed': 0.48, 'Binance-borrowed': 80.73, 'borrowed': 81.21, 'Fantom': 1.08}"
67,2904,Lybra Finance,LBR,Ethereum,['Ethereum'],lybra-finance,183.03,{'Ethereum': 183.03}
68,373,BiSwap,BSW,Binance,['Binance'],biswap,178.45,"{'Binance': 178.45, 'Binance-staking': 30.75, 'staking': 30.75}"
69,277,StakeWise,SWISE,Multi-Chain,"['Ethereum', 'xDai']",stakewise,176.56,"{'Ethereum': 169.3, 'xDai': 7.26}"
70,704,Chainge Finance,CHNG,Fusion,['Fusion'],chainge-finance,171.46,{'Fusion': 171.46}
71,831,VVS Finance,VVS,Cronos,['Cronos'],vvs-finance,164.53,{'Cronos': 164.53}
72,2076,Fraxlend,-,Ethereum,['Ethereum'],fraxlend,156.54,{'Ethereum': 156.54}
73,1054,ChainPort,PORTX,Multi-Chain,"['Ethereum', 'Binance', 'Optimism', 'Milkomeda', 'Avalanche', 'Polygon', 'Arbitrum', 'Fantom']",chainport,156.44,"{'Optimism': 0.0, 'Milkomeda': 0.0, 'Binance': 0.95, 'Ethereum': 155.49, 'Avalanche': 0.0, 'Polygon': 0.0, 'Arbitrum': 0.0, 'Fantom': 0.0}"
74,278,Ankr,ANKR,Multi-Chain,"['Ethereum', 'Binance', 'Fantom', 'Avalanche', 'Polkadot', 'xDai', 'Kusama']",ankr,154.93,"{'Kusama': 0.0, 'Binance': 65.25, 'Ethereum': 88.16, 'xDai': 0.06, 'Avalanche': 0.39, 'Fantom': 0.96, 'Polkadot': 0.1}"
75,1217,Parallel Liquid Crowdloan,-,Multi-Chain,"['Parallel', 'Heiko']",parallel-liquid-crowdloan,153.72,"{'Heiko': 2.0, 'Parallel': 151.72}"
76,129,xDAI Stake Bridge,STAKE,Ethereum,['Ethereum'],xdai-stake-bridge,149.65,{'Ethereum': 149.65}
77,231,Lightning Network,-,Bitcoin,['Bitcoin'],lightning-network,145.05,{'Bitcoin': 145.05}
78,383,Osmosis DEX,OSMO,Osmosis,['Osmosis'],osmosis-dex,140.72,{'Osmosis': 140.72}
79,1981,Orbit Bridge,ORC,Multi-Chain,"['Ethereum', 'Ripple', 'WEMIX', 'Binance', 'Klaytn', 'TON', 'Polygon', 'Heco', 'Meta', 'Celo']",orbit-bridge,136.04,"{'Meta': 0.13, 'Klaytn': 1.0, 'TON': 0.57, 'Binance': 2.5, 'Ethereum': 108.83, 'Heco': 0.29, 'Polygon': 0.55, 'Celo': 0.0, 'Ripple': 19.56, 'WEMIX': 2.61}"
80,1773,BendDAO Lending,BEND,Ethereum,['Ethereum'],benddao-lending,135.02,"{'pool2': 1.52, 'Ethereum-pool2': 1.52, 'Ethereum': 135.02, 'Ethereum-staking': 7.98, 'Ethereum-borrowed': 28.96, 'borrowed': 28.96, 'staking': 7.98}"
81,2914,Binance staked ETH,-,Multi-Chain,"['Binance', 'Ethereum']",binance-staked-eth,133.53,"{'Binance': 94.75, 'Ethereum': 38.78}"
82,3005,SUNSwap V2,SUN,Tron,['Tron'],sunswap-v2,131.84,{'Tron': 131.84}
83,1879,Acala LCDOT,ACA,Acala,['Acala'],acala-lcdot,129.74,{'Acala': 129.74}
84,359,Frax,FXS,Ethereum,['Ethereum'],frax,127.23,"{'Ethereum': 127.23, 'pool2': 12.99, 'Ethereum-staking': 265.69, 'staking': 265.69, 'Ethereum-pool2': 12.99}"
85,467,Benqi Lending,QI,Avalanche,['Avalanche'],benqi-lending,126.74,"{'Avalanche': 126.74, 'pool2': 1.46, 'borrowed': 36.18, 'Avalanche-pool2': 1.46, 'Avalanche-borrowed': 36.18}"
86,801,cBridge,CELR,Multi-Chain,"['Ethereum', 'Arbitrum', 'Binance', 'Optimism', 'Polygon', 'Avalanche', 'Shiden', 'Aurora', 'Metis', 'Fantom', 'Boba', 'Heco', 'OKExChain', 'xDai', 'Celo', 'Syscoin', 'Moonriver', 'Harmony', 'CLV', 'Astar', 'Oasis', 'Conflux', 'Milkomeda', 'Moonbeam', 'REI']",cbridge,125.43,"{'Optimism': 8.77, 'Metis': 0.14, 'Moonriver': 0.0, 'Harmony': 0.0, 'CLV': 0.0, 'Binance': 13.94, 'Ethereum': 70.09, 'xDai': 0.0, 'Astar': 0.0, 'Oasis': 0.0, 'Heco': 0.0, 'Shiden': 2.43, 'Avalanche': 4.64, 'Conflux': 0.0, 'Celo': 0.0, 'Arbitrum': 17.38, 'Fantom': 0.08, 'OKExChain': 0.0, 'Milkomeda': 0.0, 'Moonbeam': 0.0, 'Boba': 0.04, 'Aurora': 1.36, 'Syscoin': 0.0, 'Polygon': 6.54, 'REI': 0.0}"
